customer_id,treatment,converted,value,uplift_score
36e0f9d715,0,1,12268,0.01105
7ea8ac578a,1,0,1392,0.02025
63a7e1592e,1,1,3942,0.06323
dad95503a5,0,1,11460,0.03692
e956866313,0,1,10580,0.01108
3cbb40925b,0,0,5277,0.0607
30fd16162d,0,1,14070,0.01971
01b5c2b82d,1,0,3025,0.00798
04cf01030c,0,1,11161,0.00971
a84bd5912c,1,1,1763,0.11343
2c8310f2c3,1,1,10336,-0.00354
9f16d17d03,0,1,12928,0.0106
bfe5739f74,1,1,4220,0.01823
4512772b15,0,1,7622,0.0302
f392de7f9e,0,1,10821,-0.02859
eeaa2ca20a,1,0,27224,0.0024
f42d99e38e,1,1,2061,0.02473
2ff2490499,1,1,4567,0.04928
245b8a3126,0,1,7202,0.00436
2c9145ce06,0,1,25367,0.01036
9798f07467,1,1,2784,0.02716
4c339dc693,0,1,4810,0.02041
8ee03061f1,1,1,9098,0.01916
1c48fc99b2,0,1,18291,0.00482
b568b8dea0,1,1,1167,0.11854
086bd8c38c,0,0,21875,0.01323
c43c63dd49,0,1,1443,0.01223
0012d1d4aa,1,0,4243,0.03465
ef2983f584,1,0,2189,0.05996
262b1f254c,0,1,8285,0.02572
c7541e9845,1,0,4462,0.01131
6540f3cb7a,0,0,7886,0.00943
8c9ea9f98e,1,1,40485,0.02545
bd1101b124,0,0,1711,0.05565
03a309cd89,1,0,3678,0.02774
d39c6908c3,1,0,4245,0.00283
21897c5e48,0,1,10424,0.00946
5abaa4019b,0,0,1958,0.04294
e5f1f434a4,0,0,9874,-0.00324
a8f7997556,0,0,3854,0.00855
fc8ed45227,0,0,523,0.05283
b24ef75e80,1,0,2057,0.01425
0b3fe26e7f,0,1,8422,0.02123
2b9ddc3094,0,1,2656,-0.0039
b61ed1a78d,0,0,2384,0.02047
8fd40fa84d,0,0,2153,0.02749
dfac7e9262,0,0,1810,0.01077
a0454fb289,1,0,11996,0.00069
915c1e54ac,1,1,5383,0.02682
4752ba919c,1,1,10288,0.00355
9f649d644a,1,0,4746,0.01152
ac4f0dfa4d,1,1,12564,0.00018
0713f36a0b,1,1,2579,-0.0164
be0104120a,0,1,5630,0.02131
96e83ffafe,1,0,1664,0.02459
a2f1f96bc8,0,0,3087,0.05446
c0196172fa,0,1,3984,0.02874
faabf6448e,0,0,1107,-0.00542
60a1649db8,1,0,1278,0.01885
ecba346c1c,0,0,3392,0.02094
d68e37f949,0,1,5665,0.00276
9af3c5f93e,0,1,10649,0.00121
4b60bb3ad4,1,0,7033,0.05186
8a47cd9aa1,0,0,3553,-0.00177
2a165e7b19,1,0,3196,0.03992
bff936f1d9,1,1,5745,0.04669
72fdbde5fe,1,1,3472,0.03598
8fe13242e9,1,1,2772,0.07263
c21b6bed6c,0,1,7990,0.02985
a6d84a2766,0,1,7381,0.01333
d5f700e2c4,0,1,4388,0.0131
246f616a44,0,1,6187,0.02701
54d81a75d2,1,0,6658,0.01974
147fbfb084,0,0,7398,0.08426
9b00760873,1,0,2171,-0.00622
393c101af9,0,0,3044,0.04739
4c098db7b6,1,0,9562,0.031
b26f6af552,0,1,4436,0.06195
0cd4bcdd5b,1,1,2041,-0.00686
173e711548,0,1,4024,0.00592
dcb9bed778,0,1,17346,0.00374
73c824af52,1,0,2172,-0.00515
cd3e71b373,0,0,1426,0.08899
3fa576850b,0,1,24628,-0.00944
367e7f6a54,1,0,51575,0.02381
57df90abcb,1,0,5272,0.06308
efbb99167e,0,1,1423,0.01735
a783eb6784,0,1,8529,0.01121
cd1972291a,0,1,5016,0.0285
1c87f15886,1,1,12848,0.03412
9068a5d03f,1,0,2268,-0.01183
1eaadd2dbb,0,0,20636,-0.00206
85da50f408,0,0,7069,0.02762
c916fb244a,0,0,3084,0.01347
03554b30a4,1,1,5755,0.0319
bca5b7c442,1,0,4653,0.05019
7a376705c2,0,0,4611,0.00396
fea37eda5a,1,0,4157,0.02184
4f0d4f3568,1,1,8198,0.02941
83add2f0a5,1,1,12031,0.02362
fd8dc9da25,0,1,4948,0.03493
247c636d0a,1,1,23618,-0.00036
b01b8ec7ea,1,0,3284,0.0921
fda2c0ff09,0,1,7399,0.04805
7d5c1b54bb,0,1,16636,0.00331
daeed9f123,1,0,5586,0.07113
37e5c09054,1,1,2750,0.02692
a3601dcab9,0,1,11485,-0.0067
9adfbb774e,1,1,18437,0.02421
b511b3955c,1,1,1626,0.00529
790232b88a,0,1,4773,0.01798
9c9c4bc04b,0,0,837,0.03481
541d297676,0,0,2882,0.00453
c97b5386b6,1,1,5188,0.01032
f11c6cd290,0,0,6346,0.04724
8937c61e8f,1,1,6960,0.02707
e163e99f96,0,1,5640,0.06376
3f11478907,0,1,23223,0.00972
750ad97e4f,1,1,14689,0.02234
b60199e88a,1,0,6763,0.00967
f06d244da5,1,0,2608,0.01874
93a3ac1631,0,1,23237,0.01762
d4631453ea,1,0,764,0.04277
ee6ea58603,1,0,2331,0.01775
ad488830ac,1,1,1104,0.06539
1b797701a2,0,1,9836,0.00524
5cbbe45282,1,1,17407,0.00557
8cf88028db,1,1,12529,0.00494
71c0b09130,0,0,4744,0.03487
1b714a257a,1,0,990,0.02755
b1ee5fe265,0,0,1625,0.00532
1c091fda35,0,0,8692,0.03094
aece841777,1,1,8480,0.03277
6073a8e710,0,1,2612,0.07643
37ef21fd76,0,0,583,0.21898
a65ecaed53,0,1,15449,0.01286
8977bc08cb,1,0,5220,0.03763
8475cfd439,1,1,599,0.0568
2e97119155,0,1,3258,0.02697
ca62bd9c0c,1,0,1009,0.01591
996daac490,1,1,6690,0.00415
5cb096b141,1,0,1875,0.00359
7cf525a5bf,1,1,4134,0.03966
06b3bf8921,0,1,1933,0.12552
f2dd7761b1,1,0,512,0.04421
f2e631e31e,0,1,2872,-0.0051
14c48b2e8d,0,1,15485,0.00364
3924802932,0,1,3163,0.01377
0d34e46834,0,1,13097,0.0094
a2773d551a,1,0,2203,0.03016
1bce95433a,0,1,6529,0.0392
fea4f8ae4f,1,0,9523,0.03622
06f08724a9,0,1,10885,0.01114
445a581e32,1,1,33815,0.00451
60fb62c6bb,0,0,10234,0.02307
89248e1f0a,0,1,25722,0.0012
cd10850227,0,0,1983,0.08799
94132b225b,0,1,1073,0.04212
2fa1a6499c,1,0,1764,0.04338
5581827463,0,0,3481,0.04204
40a5886a64,1,1,1626,-0.0006
67fe8bd8f1,0,0,3217,0.0298
39d9baddab,0,0,4780,0.02042
8339403e78,0,1,14743,0.00229
ef722a5abd,1,1,11647,0.02823
1cd48d42b2,0,1,17443,0.002
35e34ae05c,0,1,8428,0.0131
9090f875a3,0,1,19476,0.03222
69d16548a3,0,0,14215,-0.01647
cf83e3bd5f,1,0,1495,0.01945
a1e080dbf3,1,1,1854,0.05112
ef6e69f49b,0,0,2830,0.01267
e3783899be,0,1,12067,-0.0332
4b8c5b12ba,1,1,4965,0.05768
a0f0fbfd67,1,1,9298,0.04092
ed317889e8,0,0,20641,0.01168
5af740829b,0,1,1149,-0.00337
62c8e64847,1,1,3247,-0.00871
fc9fa569b8,0,1,13368,0.02019
00220fd087,1,0,1532,-0.00084
08b81b266e,0,1,2869,0.05562
025adaeac0,1,1,11492,0.00383
76b723bfad,0,0,17115,0.01761
9fb8b85be3,0,1,10986,0.00601
2c8ef7b988,1,1,4930,0.02663
f2ae2fe170,1,1,7828,0.01574
66c3d55f44,1,0,9936,0.01192
f9fae81164,0,1,1360,0.13572
5b5beefda5,1,0,3007,-0.0096
e2bc25401c,1,0,6581,0.01029
a2071e8f17,0,0,2219,0.04419
38d6545dd3,1,1,5619,0.06475
5a2dbf1a64,1,1,13721,0.03243
f456d013d3,0,1,3695,0.01586
f8bffc8700,0,1,33996,0.00925
79b657c9c5,1,1,3774,0.03623
309217e814,0,1,15564,0.00856
a55a2c4992,1,1,9519,0.01953
46247d079e,0,0,809,0.04785
192417e642,0,1,2302,0.01603
04ec56d47d,1,1,4461,0.0228
f211ed07c8,0,1,10163,0.01968
9447024d93,1,1,4742,0.06708
a32b5cc50d,1,0,826,0.04249
0cfa6bd389,1,1,6676,0.01608
cc66ab8b43,1,1,1304,0.12873
bc3d04a87d,1,1,2192,0.1101
ef2425b65c,1,1,12473,0.00797
ebf189a37c,1,1,5158,0.05351
516bd84174,0,1,27707,-0.00308
e31038bea0,1,1,4781,-0.00158
3dddebc0cd,1,0,4924,0.02669
a59d6df82c,1,1,11735,0.03917
79fd459f4d,1,1,14624,0.00541
2d755610f1,1,0,2629,0.0384
8291966fc2,1,1,5486,0.03638
503a925c32,0,1,2633,0.058
7a9008c0f8,1,1,1721,-0.01502
7c6bdbaaf0,0,1,1281,0.08716
a10315e7d9,1,0,1856,0.0654
e691c861c4,1,0,9973,0.00762
87b7bd37da,0,1,5131,0.0246
3a4c6044ba,1,1,2538,0.02623
6c39ad0046,1,0,1756,0.06238
d35493887f,0,0,2237,-0.00959
c869c4b3ec,1,1,2603,0.05656
32a716cf59,0,1,7150,0.05139
5eb5b3feaf,0,1,1765,0.04876
4a82b5587f,1,1,8121,0.03057
28ca384b85,1,1,11256,0.04501
919977c068,0,1,3434,0.03593
b65b6022a0,1,0,1653,0.13758
95333e4e9b,1,1,7012,0.01938
1261f2edce,0,0,5746,0.01398
4936f3010a,1,1,29186,0.01013
968e2eede2,0,1,12255,0.00842
154f736b99,0,0,2371,0.12261
685f3f493e,1,1,7471,0.02166
dc287c2f1f,0,1,8491,0.01102
8e8c537c5b,1,0,7144,0.02862
66151031db,0,1,24658,-0.00824
a44013b41c,0,1,20148,0.03097
e877b0a267,0,0,1787,0.05042
cfc8c94c1d,1,1,5342,0.0144
21758fb009,0,1,2704,0.04841
2d293ceb34,0,1,3039,0.03048
8c2a24ca2e,0,0,5743,0.02794
4e3c4f98d1,0,0,2907,0.02979
e3bce39efe,1,1,9013,0.01456
1363957f68,1,1,13828,0.01733
bfa31f6150,1,1,17061,0.03274
e89c3740c4,1,1,19709,0.00416
76d1667c26,1,1,12534,0.00577
1e3896a771,1,1,11959,-0.00451
c7c448f0cf,1,1,8872,-0.00114
66e9a19069,1,1,11607,0.01363
aa1bfaf22b,0,1,21084,0.0026
081a1472f3,1,1,947,0.27573
ee7955584c,0,1,18373,0.00299
9c40fc3a0e,0,1,14114,0.00055
2141282321,0,1,2072,0.02612
428ffa7b1f,1,0,7934,0.01527
9f4fc7742e,1,0,6383,0.08353
6320e82969,1,1,11982,0.00622
788157fdfd,0,0,4264,0.00592
4a686b90d4,1,0,2056,0.02702
aedc444760,0,0,3865,0.03686
f45843595c,1,1,10008,0.00903
f301d0ead1,1,1,8969,0.01281
724c0ed993,1,1,7861,0.02502
030b9f3226,1,0,4278,0.07436
153273da79,1,0,4140,0.03669
2297d84158,1,0,4634,0.03455
d2c14cbacb,1,0,2225,0.00404
2b70d802a0,0,1,6288,-0.01485
91a8e2564f,0,0,3253,0.00966
41a04fe5a7,0,1,1903,0.08201
9227f0d2e5,1,1,12828,0.0087
448f9c06e8,0,1,5379,0.02429
65df029238,1,0,1683,-0.00068
31def26afa,0,1,26158,0.00215
b8ba49b3be,0,1,34949,0.0058
84d657ba80,1,0,2452,0.00936
c2863a8914,1,1,6149,0.02012
e83ad66ca6,0,1,15253,0.00593
bb58e11bd8,0,1,3757,0.02581
d516728c0c,1,0,18977,0.00935
49086a987e,0,0,3334,0.01825
33fd8918e9,1,1,4265,0.00322
45b20e2205,1,1,20051,0.01616
a5e033b452,1,1,9339,0.01903
3bce894274,1,0,6455,0.0327
fff741a4f0,1,1,7173,0.02816
ba7f52f8f4,0,0,18080,0.00541
64a2cffd91,0,0,899,0.03063
fae3094203,0,1,7326,0.00954
9034dc4532,0,0,4927,0.04692
d3507985dc,0,1,10254,0.00412
a96add1eb7,0,0,8390,0.04667
47226db62f,0,1,737,0.06166
deefc9c4fd,0,1,56544,0.00592
2476a9db96,1,0,2329,0.13868
6bda933a29,1,1,19021,0.00395
5db8de89da,0,1,1941,0.00885
68f84933f7,1,1,12503,0.00229
acdab1fde2,0,0,3569,0.06376
ea8916fba4,0,1,9882,0.01153
d9f74a38d4,1,1,3262,0.0307
89fb121bf6,0,1,4694,0.01693
cdb8555858,0,1,3497,0.09496
320d8c7397,0,1,5398,0.02631
3e7ea2eea1,0,1,1715,0.06867
5d386038cb,0,1,14981,-0.0017
6c9f4e5f98,0,1,8752,-0.01425
9fff25afbb,0,1,8001,-0.00171
c8062835bc,0,0,14009,0.01495
ee88080102,1,1,12396,0.01119
6db55b00c8,0,1,9557,0.02294
2546b2d761,1,1,6092,0.01988
4bff55fc0b,0,1,9788,0.01048
133a2e189b,0,1,12211,0.01386
99f563801e,1,1,15675,0.00157
296a96507b,0,1,4077,0.0272
ce1fe71adf,1,0,3653,0.02276
6b7eb8a7c0,0,1,11132,0.00181
e1b5a88610,1,0,490,0.09742
e3c7329a6b,1,0,1217,0.00792
37809f464e,1,0,12928,0.01426
2d01d7851a,1,1,4447,0.08349
78c095ed28,1,1,4765,0.01549
0d0baf949e,0,0,3656,0.02871
7c9034611f,1,0,9097,0.01984
8e94ff28c8,1,0,10953,0.0272
bfc3e06729,0,1,5097,0.00538
25f7e6d6ab,1,0,1689,0.01493
dadc6aa0b0,0,0,11075,0.04275
946b63f56c,1,0,2814,0.02614
a699ba1661,0,1,8333,0.01106
d629232c5f,0,1,7709,0.03192
c0e95e5bd0,1,1,8703,0.01061
a71bc6f938,1,1,26860,0.04436
84ba124a63,1,0,638,0.0707
7cb1a977e3,0,1,6895,0.05411
403ef683e3,1,0,3246,0.00602
265f7555f3,0,0,122,0.03566
4a0196a3d7,0,1,8104,0.05413
37af4f5456,1,1,2507,0.01603
13515b6677,1,1,18741,0.00364
89fc7c3cb0,0,1,564,0.06077
6abda4fb62,1,1,5855,0.00085
189ea2de5b,1,1,5015,0.02469
3d0546fd0c,0,1,4431,0.02015
d2236368a7,0,1,13337,0.00639
c9aa3f0ad7,1,1,7383,0.03008
2bc6fc99b1,0,0,3564,0.0377
076f47103d,0,1,5770,0.00708
8ad0de5148,1,0,3099,-0.00625
10a428451c,1,1,4694,0.04345
b6d99137ba,0,1,4984,0.02502
38ac05d2d7,1,0,5875,0.03997
fdd91cf97a,1,1,7697,0.05184
480d681ad7,1,0,4600,0.02045
4b9705abbe,0,1,4819,0.00225
7bd3778713,1,1,2409,0.03383
3ee82d5b98,0,0,1721,0.0022
7f5c854f44,1,1,17838,0.00173
a9a5641b66,0,0,3318,0.07563
c3fcb5e75c,0,1,8644,0.02622
582e716b6b,0,0,34295,0.04999
7e3e98fed1,0,0,1647,0.09851
ca9970e5c2,1,0,3613,0.04506
9cc02263af,0,1,5422,0.04541
89217b1665,1,1,11480,0.00315
f61a3f1922,1,1,1934,-0.00916
413eb8b4be,0,1,11595,0.04405
b383828764,1,0,7858,0.059
a839e0b0bf,0,1,12034,0.00689
3a789db72c,0,0,1926,0.01649
4bd28f245e,0,1,15320,-0.02809
002fd1211f,1,0,430,0.11419
4fd71e011b,1,0,2229,0.00401
cfb2a392ea,0,0,2245,0.00636
019b3d761c,1,1,10462,0.01697
9bee674e60,0,1,4497,0.01512
11b30b3ca8,1,1,14422,0.01475
96153663d1,0,0,903,0.08114
96c8d83bfe,1,1,31412,-0.00476
286767241e,0,1,16417,0.04162
2318a66ec2,1,0,1976,0.0272
df23dd8cde,0,1,7338,0.01706
a1e615521d,1,1,6855,0.01833
30de6fabb4,0,1,3189,0.07892
f368e2635b,1,0,2572,0.0161
76ff0a3871,1,1,13288,0.00392
f261dbb796,1,1,1510,0.01337
cf5b5b4b9a,1,1,15423,0.0019
786afe0d02,0,0,4181,0.08086
99c4366bb9,1,1,3536,0.04052
13932791fb,1,1,18558,0.00582
4ef30059e2,1,1,43956,0.00903
709a32a785,0,1,12844,0.01577
d7cd33394d,0,1,8710,0.00358
e97eb5eccb,0,0,227,0.03914
c0e2a4f0c3,0,1,13350,-0.00313
1dcb1c47cd,0,1,1638,0.05388
889aa15686,1,1,5575,0.06578
01d70646f9,1,1,5628,0.03668
046dd0454a,0,1,5325,0.02501
324d94f339,1,1,15537,-0.00264
63f3c4ba8c,1,1,17731,0.00884
6a948268e1,1,1,22146,0.0041
705bab6152,1,1,7882,0.02398
71852841bd,1,0,3026,0.06367
33f79d142b,0,0,2483,0.00115
664b24a829,1,0,2160,-0.00295
351a2b31c0,1,1,7383,0.01833
d2e73fb6ac,0,1,19140,0.00812
aee806b96b,0,1,15990,0.0006
2ba7e09831,1,1,2081,0.07269
c70bafa1af,0,0,3018,0.072
553f8de67e,1,0,6932,0.05463
6fb48f979b,1,0,9008,0.01919
17bdf547fe,1,1,22532,0.00254
6c34802479,0,1,37401,0.01685
13cae3dd46,1,1,10213,0.01234
629f2a133c,0,0,9460,0.03705
3c43dc5cff,1,1,11746,0.01151
9b2923d13f,0,1,11281,-3e-05
1b485d30dd,0,0,4425,-0.01233
ef1b09b774,0,1,4621,0.01297
72282fcc92,0,1,5885,0.01769
8a6f2e439d,1,1,9884,0.01345
d8f4151382,0,0,6197,0.01171
1f9aed3325,1,1,2118,0.04642
4869f47f45,0,1,8285,0.03016
8f05e6f0bc,0,0,949,0.04637
f57c36317f,1,1,11813,0.0135
f465237b7c,1,0,5512,0.05141
fbab05d611,1,1,7063,0.00798
2a0bf6e696,0,1,3104,0.05438
54a6812ec8,1,0,25542,0.04716
2bbf9f110a,1,1,6155,0.02557
2437254fcf,1,1,11344,0.03866
5555cb4298,0,1,11091,0.0174
4b44e5b6f2,0,1,20229,0.00598
d69fd593bc,1,0,1110,0.10689
32e4df64c3,1,0,1262,-0.00243
4e091ec633,1,1,3292,0.01481
4e463972db,0,0,334,0.06157
6ca7813209,0,1,24020,0.0075
ff44f6ad45,0,1,2837,0.01763
54d7a1aba8,1,1,3995,0.00762
61e82202d9,1,1,1012,0.03202
389fdd3974,1,0,12435,0.00916
27c0372cf1,1,1,11731,0.01916
89a7bed403,1,0,10719,0.02191
93b717b5d7,1,1,13012,0.00373
8158ba2c02,0,1,17045,0.00112
1288723869,1,1,4765,0.06376
a08a0b89df,0,1,1598,0.03261
3a14e5c5a0,0,0,15838,0.00312
edb9d8e0d9,0,1,13646,0.00994
713a0d42c9,1,0,2729,0.08238
df87ccdeb7,1,1,12025,0.01117
7814b1c669,0,0,1929,0.07426
27acbdb932,0,0,5073,0.01781
3167b0b0cc,0,1,2646,0.0114
4cafea2f86,1,1,10582,-0.00052
31b7fac978,1,0,8997,0.02246
538074d3ae,1,0,294,0.05052
89668d006a,1,1,3732,0.06685
9d1384608f,0,1,6084,0.02535
6eb551e86e,0,0,2511,0.03332
bd916fb366,1,1,8328,0.00582
ad5d5bca33,1,1,2739,0.02749
5a403d8c08,1,1,2464,0.03967
719a5f40b1,0,0,7272,0.01617
75157394b7,0,1,4506,0.05897
bdc19a4e2c,1,1,11712,0.02209
9f9fe3ba07,0,1,4820,0.02795
255a8dfe02,0,0,13689,0.05058
eef524f800,1,1,4061,0.05183
624d1f3655,0,1,1458,0.01955
36ff88ac5b,1,0,5242,0.03999
19c744d21a,1,0,11583,0.01217
0b84a2d513,0,1,3168,0.00321
5c2ff98033,1,0,1877,0.07521
2adc98a82f,1,0,5309,0.06505
09b3bd9096,1,1,3627,-0.00302
b340bdd052,1,1,15006,0.03143
c333c44f25,1,1,3684,0.04891
478c4c5931,1,1,12201,0.04037
bc33779c09,0,1,8181,0.05692
b22852b325,1,0,2807,0.06062
0606c7a9ac,1,0,5811,0.08516
4f0669503e,1,1,1147,0.04592
ecde19cd3e,0,0,492,0.02358
ac37476d30,0,0,871,0.01975
f90f21c295,1,1,2726,0.04192
56037cf5b9,0,1,6824,0.01277
7b2dc1c412,1,0,1987,0.07444
00e2bb4142,1,1,31340,0.04146
6105c975f6,0,1,2210,0.02594
80d0c9d5aa,0,1,696,0.13715
77d2d8544d,0,1,1979,0.08276
afa5d4621a,1,1,4543,0.02362
53cd30d522,1,0,6044,0.01448
a686808049,1,1,9329,0.02452
4e31e696d8,1,1,3106,0.04251
d2e316eaf3,1,0,4041,-0.0047
784cb07b4f,1,1,3665,-0.00975
dd2c540fa0,1,1,3220,0.02424
d3cf735c11,0,1,1488,-0.00452
0ee9d1c7a2,1,1,2619,0.02139
da9ddbe42b,0,0,14432,0.01183
26ba60cc65,0,1,4759,0.0333
8a817f34fc,0,1,6513,0.04181
f9c7fcf674,0,0,1540,0.00315
c54b6f3c41,0,1,4611,0.02638
5088bbfd6f,0,1,7918,0.03472
a791ab7d66,0,1,4954,0.03866
8a59fede41,1,0,2973,0.01122
2f9bf70e8a,0,0,3995,-0.00837
1ae1adea86,1,1,30348,0.00758
7e843918b9,1,1,18689,0.00613
c9a0eb42bc,1,1,7138,0.01055
a58138a34b,0,0,17128,0.01814
862370d8f8,0,1,25092,0.05863
a4c59eda5e,1,1,10846,-0.01155
301ccaeae6,1,1,2205,0.11326
8fa2a416f3,1,1,10324,0.01246
9fd9e0c6f9,0,1,6658,0.015
18b226df55,0,1,19064,-0.00785
739b049672,1,0,4265,-0.00257
8a6c87fd9c,1,1,14252,-0.00499
9284b4fe89,1,1,3985,0.02929
2c30ac94fd,1,1,15552,0.00353
f1118385d9,1,1,1721,0.16648
9803538b29,0,1,4619,0.05411
66c32a3db3,1,0,2152,0.0078
25f7910b0d,0,1,8347,0.03251
09442e113b,0,0,8591,0.01957
2872251aaa,1,1,8913,0.03384
853058428e,1,0,599,0.06406
e066c5a518,0,0,8803,0.04285
f47d2e15f1,1,1,47286,0.00621
dfb4ae9dc4,0,1,5278,-0.00899
80bf7ce269,1,1,22564,0.00253
cdeddd5206,0,1,11852,0.00916
c8dfc8502e,0,0,9987,0.05521
2d5015b674,1,1,8761,0.0016
8fe047662f,1,0,414,0.0233
8a7294d610,0,0,2498,0.0537
f3f4e088e2,0,1,14970,0.0027
5169089213,1,1,10584,0.02987
2d0c5ff256,1,1,5353,0.02139
70ef82e96d,1,1,9995,-0.00137
73293a27ba,0,1,6861,0.0293
030bcf2806,1,1,7917,0.01222
931182bac7,1,1,5668,0.01738
15c06fd903,0,1,1668,0.01603
abe3d64c66,1,1,10866,0.00493
7f7c5b3df5,0,1,2980,0.13362
bc778af1e8,0,0,15357,0.01523
d987999c93,0,1,151,0.10662
6849bdebc0,1,0,5806,0.02007
5944706826,0,1,4606,0.0337
081f49cf30,0,1,4919,0.0719
3e7e05a38c,1,1,9202,0.00372
bc1b80fa74,0,1,1200,0.03965
d256bae1f0,1,1,10601,0.01106
44233dada2,1,1,5672,0.02994
99ac0e552a,1,1,9793,0.01742
92ad2e361c,0,1,18628,0.00149
6f98eb46a5,1,0,603,0.02662
b3cc834cea,1,1,4525,0.05367
fefadf239e,1,1,16737,0.00201
05b5d324c8,1,0,1090,0.13566
1ec274f4ca,0,0,648,0.01313
b2ba59a1ab,1,1,6739,0.05571
43639c3c8c,1,1,10309,0.0063
16730b1276,1,1,18666,0.00242
4c81895d5c,1,1,11642,0.01037
9ae9baa541,1,1,6225,0.03048
f34784dc4b,1,1,1538,0.02107
709a480530,0,1,356,0.0581
a683c765a8,1,0,361,0.05182
b5f93de515,0,0,4217,0.03898
d45ff1c5ad,0,0,5024,-0.00147
bd3cb2111a,0,1,13585,0.00419
7db137b0c5,0,1,7538,0.03711
35d87e72b3,1,1,2048,0.04373
9c3be28867,1,1,78384,0.0106
27e8bc9b80,0,1,4989,0.01519
c5785778fa,0,1,12495,0.01139
9f776ed537,1,1,9208,0.00951
2fd30a2b40,1,1,6118,0.02313
122cb95995,0,1,4156,0.03723
0401589665,0,0,2471,0.00117
fa0ae93de7,0,1,3727,0.01465
515e9d85be,1,1,20806,0.0092
cdeaeeeb43,0,0,13970,-0.00229
64ae65a72b,1,1,30848,0.0023
b671a66877,1,1,3074,0.04697
8174b41da5,1,1,3860,0.045
cf82e1fd65,1,1,1636,0.00345
8fa8bed65e,1,1,5143,0.05133
2d32247aee,1,1,29564,0.03069
4bf1d46c31,0,0,762,0.11199
6b58698282,1,1,5687,0.06971
b89864ae5f,1,1,6484,0.01665
2d7f54ba5d,0,1,5642,-0.01431
ed2cc44771,0,0,3237,-0.00013
836a6b7f4c,0,0,7271,-0.01145
abcd9bc0ca,1,0,4400,0.02732
2648379de0,0,1,4795,0.03994
bd6b8e826c,1,0,6926,0.04275
218dcd5186,0,1,2225,0.02856
f2f1ea178f,1,1,3815,0.00778
bafbe43069,0,1,6294,0.03908
1660dece15,1,1,1337,0.01427
050c39c00a,0,0,1741,0.01753
094683364a,1,0,1275,0.0052
9c77e792f0,0,1,9920,0.05959
c79b873971,0,1,11182,0.01025
6655e760af,1,0,1540,0.11405
27fed85a65,0,1,5480,0.01103
41c587b4de,0,1,2577,0.02814
7cd1ea9609,0,0,1817,-0.00197
a5134a5667,0,0,3148,0.08409
1dbaf18c6e,1,0,5315,0.01976
3eb620e732,1,1,7692,0.02872
a1848d58c3,1,0,17785,0.01721
ed3b91f939,1,0,8501,0.00783
89077900e5,0,0,8230,0.01534
17c94f9dcb,1,0,3174,0.01851
0ba9d1925f,1,1,9060,0.00915
5384dedfde,1,1,4167,0.05637
6ed78dcce0,0,1,4991,0.01619
6608fc8348,1,0,2167,0.02524
f955e1c0a4,1,1,10958,0.01017
b1f15f28a5,0,1,4563,0.04232
5c6925afb0,0,1,12159,0.01675
b594ce63a7,1,1,1590,0.03226
2731a5a813,0,0,13800,0.05316
ceea1a81e7,0,0,1875,0.00148
ec45597e39,0,0,8958,0.02345
0831dd574c,1,1,5679,-0.01399
df55419cc2,0,1,7633,0.02144
7810eaa697,0,1,7066,0.01375
a4310bb2d3,0,0,7492,0.0425
76e5b9e8ec,1,0,7977,0.03422
eabd0b9ab1,1,0,2460,-0.01483
159cf933a4,1,1,6602,0.07094
b7f2751ac7,0,1,3892,0.01748
82be893eb1,1,1,6087,-0.00084
f025e931d1,0,1,3248,0.01808
ca40c26f93,1,1,7604,0.0077
98be428d55,1,1,1906,0.14284
1657a8d818,0,1,3871,0.01628
f6ca7820a8,0,0,3387,0.04028
e505536e5c,1,0,6948,0.02499
6439fa26df,1,0,13923,0.03087
49d7cb9de2,0,0,2762,0.12449
2c03fecc8a,1,1,4211,0.02408
89a87bd863,0,0,9623,0.01601
87a237d166,1,1,10419,-0.03353
9fdd0f46eb,0,0,11769,0.03221
ee64c0b213,1,1,8391,0.00913
117567af67,0,1,9250,0.02636
21ebc58182,0,0,1752,-0.00338
f9ab08bb86,0,1,20179,0.00371
ac2db409a7,0,1,3914,-0.0057
f0b6760fb0,1,1,4421,0.07201
6aab181724,0,1,2737,0.01355
6fa7dddd13,0,0,13404,0.02008
6bdbf6af1b,1,1,3176,0.01064
6c71fefd74,1,1,3428,0.08605
c45d135fad,1,1,6603,0.02483
76fbe970e0,1,1,15204,0.01645
1795b561c1,1,1,7293,0.00235
8b2cd84b42,1,0,5065,0.02083
720f86f67a,0,1,3482,0.06987
25406f92ae,0,1,5029,0.0088
8195f02b91,0,1,4587,-0.00796
8c3baa3c53,0,1,7419,0.00832
62ad282dce,0,0,2321,0.00382
c01016d391,0,0,2991,0.05511
86afe9d9e2,1,0,4198,0.01918
5364b0d51f,0,1,7648,-0.00163
bd59e5df93,0,0,3771,0.08549
d5b66caa8d,1,0,12015,0.00057
c4e686e9ae,1,1,14153,-0.01728
0bb983a10f,1,0,7149,0.02412
479c6ef339,0,1,10952,0.01894
4698854edb,0,0,2104,0.02421
f7a11f7cbd,1,1,3312,-0.0043
14b9464d2e,0,1,2236,0.03475
a078bc815c,0,1,13389,0.00395
1e824e843e,1,1,5227,0.02903
542280390c,0,0,7958,0.01062
3c92c2ab7e,1,1,3501,0.0612
cc8865bb97,1,1,7159,0.02598
cd2d52a263,1,0,1208,0.02411
f7fa6450e9,1,0,4010,0.01129
c006ae4e63,0,1,6955,0.03415
