CustomerID,Recency,Frequency,Monetary,AvgOrderValue,Country,R_score,F_score,M_score,RFM_score,RFM_Segment
14432,10,6,2255.51,375.92,United Kingdom,5,4,4,13,Champion
16350,22,9,2253.89,250.43,United Kingdom,4,5,4,13,Champion
13662,86,11,2250.11,204.56,United Kingdom,3,5,4,12,Loyal
17414,44,6,2249.52,374.92,United Kingdom,4,4,4,12,Loyal
15865,41,5,2248.92,449.78,United Kingdom,4,4,4,12,Loyal
14644,68,7,2247.72,321.1,United Kingdom,3,4,4,11,Loyal
18215,90,5,2247.49,449.5,United Kingdom,3,4,4,11,Loyal
16177,51,8,2247.31,280.91,United Kingdom,4,4,4,12,Loyal
12868,186,8,2247.06,280.88,United Kingdom,3,4,4,11,Loyal
16174,127,7,2246.75,320.96,United Kingdom,3,4,4,11,Loyal
13627,60,7,2245.9,320.84,United Kingdom,3,4,4,11,Loyal
13407,579,3,2244.7,748.23,United Kingdom,1,3,4,8,At-Risk
17075,18,10,2241.73,224.17,United Kingdom,5,5,4,14,Champion
15629,451,4,2240.9,560.23,United Kingdom,1,4,4,9,At-Risk
16551,96,7,2237.12,319.59,United Kingdom,3,4,4,11,Loyal
16108,85,4,2235.92,558.98,United Kingdom,3,3,4,10,Loyal
16221,37,9,2235.51,248.39,United Kingdom,4,5,4,13,Champion
16076,4,10,2234.73,223.47,United Kingdom,5,5,4,14,Champion
14177,87,13,2229.34,171.49,United Kingdom,3,5,4,12,Loyal
17460,95,16,2228.27,139.27,United Kingdom,3,5,4,12,Loyal
14472,104,9,2228.22,247.58,United Kingdom,3,5,4,12,Loyal
13320,79,6,2228.1,371.35,United Kingdom,3,4,4,11,Loyal
12783,3,6,2225.91,370.98,Portugal,5,4,4,13,Champion
13365,34,2,2225.37,1112.69,United Kingdom,4,2,4,10,Loyal
14467,18,12,2220.99,185.08,United Kingdom,5,5,4,14,Champion
15550,5,12,2218.8,184.9,United Kingdom,5,5,4,14,Champion
14321,11,7,2218.06,316.87,United Kingdom,5,4,4,13,Champion
18177,32,9,2216.87,246.32,United Kingdom,4,5,4,13,Champion
17648,61,5,2216.37,443.27,United Kingdom,3,4,4,11,Loyal
13478,470,5,2215.78,443.16,United Kingdom,1,4,4,9,At-Risk
14708,3,5,2212.28,442.46,United Kingdom,5,4,4,13,Champion
15476,381,4,2209.98,552.49,United Kingdom,2,4,4,10,Loyal
14834,18,7,2206.16,315.17,United Kingdom,5,4,4,13,Champion
13410,25,9,2201.96,244.66,United Kingdom,4,5,4,13,Champion
14597,12,6,2201.54,366.92,United Kingdom,5,4,4,13,Champion
14006,116,7,2196.67,313.81,United Kingdom,3,4,4,11,Loyal
16317,120,5,2192.51,438.5,United Kingdom,3,4,4,11,Loyal
15934,418,2,2190.66,1095.33,United Kingdom,1,3,4,8,At-Risk
14212,90,2,2190.14,1095.07,United Kingdom,3,2,4,9,At-Risk
17822,421,5,2188.5,437.7,United Kingdom,1,4,4,9,At-Risk
15864,23,7,2180.76,311.54,United Kingdom,4,4,4,12,Loyal
12856,8,6,2179.93,363.32,United Kingdom,5,4,4,13,Champion
13610,13,14,2175.88,155.42,United Kingdom,5,5,4,14,Champion
15649,337,4,2170.35,542.59,United Kingdom,2,4,4,10,Loyal
12501,337,1,2169.39,2169.39,Germany,2,1,4,7,At-Risk
13888,120,7,2169.05,309.86,United Kingdom,3,4,4,11,Loyal
14595,20,8,2164.45,270.56,United Kingdom,4,4,4,12,Loyal
15944,277,4,2164.24,541.06,United Kingdom,2,3,4,9,At-Risk
13755,4,9,2161.35,240.15,United Kingdom,5,5,4,14,Champion
14407,108,6,2157.73,359.62,United Kingdom,3,4,4,11,Loyal
16379,5,4,2157.4,539.35,United Kingdom,5,4,4,13,Champion
13643,32,10,2156.77,215.68,United Kingdom,4,5,4,13,Champion
13224,61,2,2155.95,1077.98,United Kingdom,3,2,4,9,At-Risk
18009,236,8,2155.83,269.48,United Kingdom,2,4,4,10,Loyal
16966,9,7,2154.97,307.85,United Kingdom,5,4,4,13,Champion
18116,68,13,2154.3,165.72,United Kingdom,3,5,4,12,Loyal
16600,5,13,2153.41,165.65,United Kingdom,5,5,4,14,Champion
16275,197,3,2151.11,717.04,United Kingdom,2,3,4,9,At-Risk
18239,219,6,2150.36,358.39,United Kingdom,2,4,4,10,Loyal
14216,4,5,2150.04,430.01,United Kingdom,5,4,4,13,Champion
16716,267,3,2149.68,716.56,United Kingdom,2,3,4,9,At-Risk
17272,43,4,2148.63,537.16,United Kingdom,4,3,4,11,Loyal
16004,475,5,2146.39,429.28,United Kingdom,1,4,4,9,At-Risk
13152,418,7,2146.38,306.63,United Kingdom,1,4,4,9,At-Risk
16134,22,5,2145.34,429.07,United Kingdom,4,4,4,12,Loyal
12576,36,8,2142.72,267.84,Poland,4,4,4,12,Loyal
13092,71,12,2140.28,178.36,United Kingdom,3,5,4,12,Loyal
14499,27,7,2138.97,305.57,United Kingdom,4,4,4,12,Loyal
12687,481,2,2138.91,1069.46,Sweden,1,2,4,7,At-Risk
17029,111,7,2137.3,305.33,United Kingdom,3,4,4,11,Loyal
17305,649,1,2135.46,2135.46,United Kingdom,1,1,4,6,Lost
12560,6,3,2134.01,711.34,Germany,5,3,4,12,Loyal
16493,80,7,2132.09,304.58,United Kingdom,3,4,4,11,Loyal
13517,60,3,2128.42,709.47,United Kingdom,3,3,4,10,Loyal
14360,32,4,2128.23,532.06,United Kingdom,4,4,4,12,Loyal
14634,438,4,2124.46,531.12,United Kingdom,1,4,4,9,At-Risk
16807,143,6,2123.88,353.98,United Kingdom,3,4,4,11,Loyal
16996,31,9,2123.61,235.96,United Kingdom,4,5,4,13,Champion
14396,66,7,2121.93,303.13,United Kingdom,3,4,4,11,Loyal
15456,284,10,2119.27,211.93,United Kingdom,2,5,4,11,Loyal
14691,31,5,2114.33,422.87,United Kingdom,4,4,4,12,Loyal
14399,395,8,2113.16,264.15,United Kingdom,2,5,4,11,Loyal
14469,417,4,2112.21,528.05,United Kingdom,1,4,4,9,At-Risk
16201,4,5,2112.12,422.42,United Kingdom,5,4,4,13,Champion
16054,146,4,2111.88,527.97,United Kingdom,3,3,4,10,Loyal
16934,55,6,2110.99,351.83,United Kingdom,4,4,4,12,Loyal
12997,23,8,2110.91,263.86,United Kingdom,4,5,4,13,Champion
13265,54,5,2107.66,421.53,United Kingdom,4,4,4,12,Loyal
15252,37,5,2103.41,420.68,United Kingdom,4,4,4,12,Loyal
14276,99,7,2102.68,300.38,United Kingdom,3,4,4,11,Loyal
15815,64,5,2100.6,420.12,United Kingdom,3,4,4,11,Loyal
12975,437,6,2100.09,350.01,United Kingdom,1,4,4,9,At-Risk
16510,373,6,2100.0,350.0,United Kingdom,2,4,4,10,Loyal
17159,22,5,2099.59,419.92,United Kingdom,4,4,4,12,Loyal
12610,23,5,2099.54,419.91,Italy,4,4,4,12,Loyal
17742,114,11,2098.48,190.77,United Kingdom,3,5,4,12,Loyal
13753,288,4,2094.57,523.64,United Kingdom,2,3,4,9,At-Risk
13591,65,7,2093.94,299.13,United Kingdom,3,4,4,11,Loyal
17585,110,7,2093.3,299.04,United Kingdom,3,4,4,11,Loyal
14723,11,11,2093.06,190.28,United Kingdom,5,5,4,14,Champion
14896,205,8,2092.42,261.55,United Kingdom,2,4,4,10,Loyal
16794,2,15,2090.91,139.39,United Kingdom,5,5,4,14,Champion
16726,27,7,2088.41,298.34,United Kingdom,4,4,4,12,Loyal
15151,424,2,2085.61,1042.81,United Kingdom,1,3,4,8,At-Risk
15272,58,6,2085.48,347.58,United Kingdom,4,4,4,12,Loyal
17705,4,11,2083.9,189.45,United Kingdom,5,5,4,14,Champion
17289,32,9,2079.39,231.04,United Kingdom,4,5,4,13,Champion
18026,501,2,2074.07,1037.03,United Kingdom,1,2,4,7,At-Risk
17048,118,7,2071.68,295.95,United Kingdom,3,4,4,11,Loyal
17126,153,9,2070.44,230.05,United Kingdom,3,5,4,12,Loyal
16290,465,4,2069.3,517.33,United Kingdom,1,4,4,9,At-Risk
15164,69,9,2068.92,229.88,United Kingdom,3,5,4,12,Loyal
14988,212,7,2066.6,295.23,United Kingdom,2,4,4,10,Loyal
12586,18,4,2062.67,515.67,Italy,5,3,4,12,Loyal
13476,179,5,2061.47,412.29,United Kingdom,3,4,4,11,Loyal
18258,465,6,2059.67,343.28,United Kingdom,1,4,4,9,At-Risk
14623,33,10,2059.58,205.96,United Kingdom,4,5,4,13,Champion
17633,32,7,2057.39,293.91,United Kingdom,4,4,4,12,Loyal
12518,1,5,2056.89,411.38,Germany,5,4,4,13,Champion
16891,2,11,2056.82,186.98,United Kingdom,5,5,4,14,Champion
15253,17,8,2055.09,256.89,United Kingdom,5,5,4,14,Champion
14188,31,6,2054.36,342.39,United Kingdom,4,4,4,12,Loyal
16235,41,9,2053.71,228.19,United Kingdom,4,5,4,13,Champion
16176,422,4,2052.69,513.17,United Kingdom,1,4,4,9,At-Risk
17086,8,6,2050.08,341.68,United Kingdom,5,4,4,13,Champion
13874,359,7,2049.15,292.74,United Kingdom,2,4,4,10,Loyal
13984,27,12,2048.6,170.72,United Kingdom,4,5,4,13,Champion
16027,92,15,2048.36,136.56,United Kingdom,3,5,4,12,Loyal
14232,43,5,2048.07,409.61,United Kingdom,4,4,4,12,Loyal
17666,4,5,2047.8,409.56,United Kingdom,5,4,4,13,Champion
13663,180,5,2047.51,409.5,United Kingdom,3,4,4,11,Loyal
14000,212,5,2046.34,409.27,United Kingdom,2,4,4,10,Loyal
15473,15,8,2046.0,255.75,United Kingdom,5,4,4,13,Champion
16960,39,8,2043.43,255.43,United Kingdom,4,5,4,13,Champion
12585,235,2,2040.1,1020.05,Germany,2,2,4,8,At-Risk
15506,23,6,2040.03,340.01,United Kingdom,4,4,4,12,Loyal
16214,171,4,2038.25,509.56,United Kingdom,3,3,4,10,Loyal
16331,433,6,2037.7,339.62,United Kingdom,1,4,4,9,At-Risk
14225,435,4,2037.02,509.26,United Kingdom,1,4,4,9,At-Risk
13705,8,7,2035.33,290.76,United Kingdom,5,4,4,13,Champion
14651,68,9,2034.12,226.01,United Kingdom,3,5,4,12,Loyal
17846,86,1,2033.1,2033.1,United Kingdom,3,1,4,8,At-Risk
13630,6,7,2031.78,290.25,United Kingdom,5,4,4,13,Champion
17337,152,4,2027.87,506.97,United Kingdom,3,3,4,10,Loyal
15384,170,4,2027.79,506.95,United Kingdom,3,3,4,10,Loyal
12873,283,3,2027.3,675.77,United Kingdom,2,3,4,9,At-Risk
13989,66,5,2026.06,405.21,United Kingdom,3,4,4,11,Loyal
14631,51,6,2025.69,337.62,United Kingdom,4,4,4,12,Loyal
15478,41,3,2024.98,674.99,United Kingdom,4,3,4,11,Loyal
17227,19,12,2022.03,168.5,United Kingdom,5,5,4,14,Champion
12418,113,4,2021.2,505.3,Switzerland,3,3,4,10,Loyal
13696,422,3,2020.4,673.47,United Kingdom,1,3,4,8,At-Risk
12348,76,5,2019.4,403.88,Finland,3,4,4,11,Loyal
16197,470,9,2016.71,224.08,United Kingdom,1,5,4,10,Loyal
17152,195,4,2016.5,504.13,United Kingdom,2,3,4,9,At-Risk
16529,191,4,2012.0,503.0,United Kingdom,2,3,4,9,At-Risk
13693,375,9,2011.82,223.54,United Kingdom,2,5,4,11,Loyal
16332,29,11,2010.41,182.76,United Kingdom,4,5,4,13,Champion
15990,45,7,2010.05,287.15,United Kingdom,4,4,4,12,Loyal
15531,9,2,2007.44,1003.72,United Kingdom,5,2,4,11,Loyal
14730,2,8,2005.06,250.63,United Kingdom,5,5,4,14,Champion
14628,92,5,1998.0,399.6,United Kingdom,3,4,4,11,Loyal
16698,227,2,1998.0,999.0,United Kingdom,2,2,4,8,At-Risk
14152,76,7,1997.34,285.33,United Kingdom,3,4,4,11,Loyal
18204,72,3,1993.7,664.57,United Kingdom,3,3,4,10,Loyal
15481,402,1,1993.34,1993.34,Norway,2,2,4,8,At-Risk
14301,118,4,1992.18,498.04,United Kingdom,3,3,4,10,Loyal
13889,93,6,1991.23,331.87,United Kingdom,3,4,4,11,Loyal
17088,29,4,1991.01,497.75,United Kingdom,4,3,4,11,Loyal
13208,59,9,1988.5,220.94,United Kingdom,4,5,4,13,Champion
17351,37,12,1988.23,165.69,United Kingdom,4,5,4,13,Champion
17797,23,8,1985.87,248.23,United Kingdom,4,4,4,12,Loyal
14967,50,6,1982.61,330.44,United Kingdom,4,4,4,12,Loyal
15192,120,5,1981.39,396.28,United Kingdom,3,4,4,11,Loyal
13725,50,8,1980.56,247.57,United Kingdom,4,4,4,12,Loyal
12582,239,4,1980.4,495.1,Finland,2,3,4,9,At-Risk
17158,33,5,1980.0,396.0,United Kingdom,4,4,4,12,Loyal
15030,72,8,1979.91,247.49,United Kingdom,3,4,4,11,Loyal
15795,150,8,1979.87,247.48,United Kingdom,3,4,4,11,Loyal
17966,38,10,1974.42,197.44,United Kingdom,4,5,4,13,Champion
14905,158,8,1971.39,246.42,United Kingdom,3,4,4,11,Loyal
17997,75,8,1970.67,246.33,United Kingdom,3,4,4,11,Loyal
12674,39,4,1970.6,492.65,France,4,3,4,11,Loyal
16032,457,6,1970.45,328.41,United Kingdom,1,4,4,9,At-Risk
14477,20,7,1969.6,281.37,United Kingdom,4,4,4,12,Loyal
13838,6,10,1966.09,196.61,United Kingdom,5,5,4,14,Champion
15081,23,12,1965.72,163.81,United Kingdom,4,5,4,13,Champion
16233,72,9,1965.71,218.41,United Kingdom,3,5,4,12,Loyal
12399,120,7,1962.3,280.33,Belgium,3,4,4,11,Loyal
15789,359,6,1962.01,327.0,United Kingdom,2,4,4,10,Loyal
18016,33,7,1960.46,280.07,United Kingdom,4,4,4,12,Loyal
17039,605,1,1954.99,1954.99,United Kingdom,1,1,4,6,Lost
17135,17,10,1954.16,195.42,United Kingdom,5,5,4,14,Champion
14794,3,10,1953.9,195.39,United Kingdom,5,5,4,14,Champion
17554,2,5,1952.45,390.49,United Kingdom,5,4,4,13,Champion
13761,51,6,1952.17,325.36,United Kingdom,4,4,4,12,Loyal
15885,93,15,1951.82,130.12,United Kingdom,3,5,4,12,Loyal
16993,464,2,1950.95,975.48,United Kingdom,1,2,4,7,At-Risk
16788,124,5,1950.3,390.06,United Kingdom,3,4,4,11,Loyal
14014,78,3,1948.21,649.4,United Kingdom,3,3,4,10,Loyal
15425,401,4,1944.57,486.14,United Kingdom,2,4,4,10,Loyal
14332,23,5,1943.51,388.7,United Kingdom,4,4,4,12,Loyal
15620,57,4,1942.36,485.59,United Kingdom,4,3,4,11,Loyal
13276,64,5,1939.26,387.85,United Kingdom,3,4,4,11,Loyal
12385,380,1,1938.4,1938.4,Belgium,2,1,4,7,At-Risk
16619,264,4,1938.33,484.58,United Kingdom,2,3,4,9,At-Risk
14418,4,3,1937.25,645.75,United Kingdom,5,3,4,12,Loyal
15605,37,9,1936.8,215.2,United Kingdom,4,5,4,13,Champion
15561,12,8,1934.39,241.8,United Kingdom,5,5,4,14,Champion
12528,10,6,1933.48,322.25,Germany,5,4,4,13,Champion
12531,15,2,1933.2,966.6,Germany,5,2,4,11,Loyal
16859,145,7,1932.41,276.06,United Kingdom,3,4,4,11,Loyal
16770,58,9,1932.13,214.68,United Kingdom,4,5,4,13,Champion
15803,52,4,1929.66,482.42,United Kingdom,4,3,4,11,Loyal
17236,13,12,1929.26,160.77,United Kingdom,5,5,4,14,Champion
13029,31,5,1927.3,385.46,United Kingdom,4,4,4,12,Loyal
14710,15,13,1922.59,147.89,United Kingdom,5,5,4,14,Champion
14492,431,7,1921.91,274.56,United Kingdom,1,4,4,9,At-Risk
16681,73,7,1921.84,274.55,United Kingdom,3,4,4,11,Loyal
18220,227,6,1921.76,320.29,United Kingdom,2,4,4,10,Loyal
16942,13,9,1920.59,213.4,United Kingdom,5,5,4,14,Champion
12644,130,4,1918.49,479.62,Germany,3,3,4,10,Loyal
12842,71,4,1917.99,479.5,United Kingdom,3,3,4,10,Loyal
16650,72,7,1916.11,273.73,United Kingdom,3,4,4,11,Loyal
16555,36,6,1915.68,319.28,United Kingdom,4,4,4,12,Loyal
16692,257,4,1914.7,478.67,United Kingdom,2,3,4,9,At-Risk
16426,3,10,1908.25,190.82,United Kingdom,5,5,4,14,Champion
12947,144,6,1908.03,318.0,United Kingdom,3,4,4,11,Loyal
17046,158,5,1906.07,381.21,United Kingdom,3,4,4,11,Loyal
17350,9,7,1906.04,272.29,United Kingdom,5,4,4,13,Champion
13503,72,6,1905.39,317.57,United Kingdom,3,4,4,11,Loyal
17235,26,8,1904.88,238.11,United Kingdom,4,5,4,13,Champion
14250,8,3,1904.05,634.68,United Kingdom,5,3,4,12,Loyal
14127,123,6,1900.08,316.68,United Kingdom,3,4,4,11,Loyal
16049,41,6,1899.68,316.61,United Kingdom,4,4,4,12,Loyal
12762,8,2,1898.52,949.26,Portugal,5,2,4,11,Loyal
14389,66,5,1898.01,379.6,United Kingdom,3,4,4,11,Loyal
14224,111,9,1897.9,210.88,United Kingdom,3,5,4,12,Loyal
14741,12,7,1897.59,271.08,United Kingdom,5,4,4,13,Champion
17560,95,8,1895.8,236.98,United Kingdom,3,4,4,11,Loyal
14327,164,6,1894.93,315.82,United Kingdom,3,4,4,11,Loyal
17609,41,11,1894.34,172.21,United Kingdom,4,5,4,13,Champion
15248,412,3,1893.93,631.31,United Kingdom,1,3,4,8,At-Risk
15678,53,3,1893.89,631.3,United Kingdom,4,3,4,11,Loyal
16631,482,7,1892.52,270.36,United Kingdom,1,4,4,9,At-Risk
15381,214,5,1890.57,378.11,United Kingdom,2,4,4,10,Loyal
17341,157,5,1889.83,377.97,United Kingdom,3,4,4,11,Loyal
17259,149,6,1889.34,314.89,United Kingdom,3,4,4,11,Loyal
14912,17,6,1889.25,314.88,Italy,5,4,4,13,Champion
13884,8,10,1888.48,188.85,United Kingdom,5,5,4,14,Champion
16172,96,8,1884.55,235.57,United Kingdom,3,4,4,11,Loyal
14130,320,4,1882.67,470.67,United Kingdom,2,4,4,10,Loyal
16725,303,14,1882.11,134.44,United Kingdom,2,5,4,11,Loyal
14403,131,6,1880.51,313.42,United Kingdom,3,4,4,11,Loyal
16660,17,7,1879.55,268.51,United Kingdom,5,4,4,13,Champion
18151,135,6,1879.44,313.24,United Kingdom,3,4,4,11,Loyal
15197,11,6,1877.51,312.92,United Kingdom,5,4,4,13,Champion
13946,80,6,1876.23,312.71,United Kingdom,3,4,4,11,Loyal
13168,37,5,1875.31,375.06,United Kingdom,4,4,4,12,Loyal
12494,16,9,1872.87,208.1,France,5,5,4,14,Champion
16474,8,7,1871.5,267.36,United Kingdom,5,4,4,13,Champion
14887,80,1,1862.0,1862.0,United Kingdom,3,1,4,8,At-Risk
14305,72,3,1858.96,619.65,United Kingdom,3,3,4,10,Loyal
17974,25,6,1858.06,309.68,United Kingdom,4,4,4,12,Loyal
16917,277,2,1857.83,928.92,United Kingdom,2,2,4,8,At-Risk
16043,38,8,1856.59,232.07,United Kingdom,4,4,4,12,Loyal
12383,185,5,1850.56,370.11,Belgium,3,4,4,11,Loyal
12381,5,5,1845.31,369.06,Norway,5,4,4,13,Champion
12507,135,4,1844.06,461.02,Spain,3,3,4,10,Loyal
18180,5,6,1843.75,307.29,United Kingdom,5,4,4,13,Champion
12694,71,3,1843.35,614.45,France,3,3,4,10,Loyal
12950,3,3,1843.0,614.33,United Kingdom,5,3,4,12,Loyal
15201,88,7,1842.95,263.28,United Kingdom,3,4,4,11,Loyal
17015,29,3,1842.56,614.19,United Kingdom,4,3,4,11,Loyal
16102,43,3,1842.14,614.05,United Kingdom,4,3,4,11,Loyal
14553,20,9,1841.54,204.62,United Kingdom,4,5,4,13,Champion
16880,31,8,1840.86,230.11,United Kingdom,4,4,4,12,Loyal
14715,25,8,1840.45,230.06,United Kingdom,4,4,4,12,Loyal
17919,89,2,1840.32,920.16,United Kingdom,3,2,4,9,At-Risk
15822,4,6,1840.06,306.68,United Kingdom,5,4,4,13,Champion
14870,262,6,1838.95,306.49,United Kingdom,2,4,4,10,Loyal
13924,2,6,1838.85,306.48,United Kingdom,5,4,4,13,Champion
16175,95,7,1836.44,262.35,United Kingdom,3,4,4,11,Loyal
16205,31,7,1830.61,261.52,United Kingdom,4,4,4,12,Loyal
15402,149,6,1830.54,305.09,United Kingdom,3,4,4,11,Loyal
16152,269,1,1829.04,1829.04,United Kingdom,2,1,4,7,At-Risk
15339,67,7,1827.84,261.12,United Kingdom,3,4,4,11,Loyal
16797,394,5,1827.77,365.55,United Kingdom,2,4,4,10,Loyal
16825,39,5,1826.89,365.38,United Kingdom,4,4,4,12,Loyal
18122,9,6,1826.21,304.37,United Kingdom,5,4,4,13,Champion
17244,54,5,1826.04,365.21,United Kingdom,4,4,4,12,Loyal
17642,120,5,1824.49,364.9,United Kingdom,3,4,4,11,Loyal
16169,9,4,1822.97,455.74,United Kingdom,5,3,4,12,Loyal
14738,43,9,1821.9,202.43,United Kingdom,4,5,4,13,Champion
13561,216,11,1820.72,165.52,United Kingdom,2,5,4,11,Loyal
17888,22,25,1820.44,72.82,United Kingdom,4,5,4,13,Champion
17828,23,4,1820.09,455.02,Malta,4,3,4,11,Loyal
16110,46,4,1819.27,454.82,United Kingdom,4,3,4,11,Loyal
16511,22,6,1819.02,303.17,United Kingdom,4,4,4,12,Loyal
15807,51,5,1817.52,363.5,United Kingdom,4,4,4,12,Loyal
15736,436,2,1815.72,907.86,United Kingdom,1,2,4,7,At-Risk
16634,223,6,1814.61,302.44,United Kingdom,2,4,4,10,Loyal
15530,22,5,1813.72,362.74,United Kingdom,4,4,4,12,Loyal
14704,12,11,1813.57,164.87,United Kingdom,5,5,4,14,Champion
14915,92,11,1811.25,164.66,United Kingdom,3,5,4,12,Loyal
15972,457,5,1810.27,362.05,United Kingdom,1,4,4,9,At-Risk
16595,62,5,1810.18,362.04,United Kingdom,3,4,4,11,Loyal
14893,10,3,1809.61,603.2,United Kingdom,5,3,4,12,Loyal
15133,128,5,1806.9,361.38,United Kingdom,3,4,4,11,Loyal
15889,157,8,1806.28,225.79,United Kingdom,3,4,4,11,Loyal
18096,12,6,1805.28,300.88,United Kingdom,5,4,4,13,Champion
12784,10,3,1804.75,601.58,Portugal,5,3,4,12,Loyal
18161,16,6,1803.1,300.52,United Kingdom,5,4,4,13,Champion
16249,53,5,1800.07,360.01,United Kingdom,4,4,4,12,Loyal
15452,30,6,1799.11,299.85,United Kingdom,4,4,4,12,Loyal
16348,33,8,1798.22,224.78,United Kingdom,4,4,4,12,Loyal
17750,6,9,1797.57,199.73,United Kingdom,5,5,4,14,Champion
18235,72,3,1796.48,598.83,United Kingdom,3,3,4,10,Loyal
18236,30,12,1795.35,149.61,United Kingdom,4,5,4,13,Champion
17165,285,6,1794.32,299.05,United Kingdom,2,4,4,10,Loyal
14850,312,7,1794.01,256.29,United Kingdom,2,4,4,10,Loyal
13782,13,13,1793.72,137.98,United Kingdom,5,5,4,14,Champion
17603,79,4,1793.48,448.37,United Kingdom,3,3,4,10,Loyal
13711,219,9,1792.26,199.14,United Kingdom,2,5,4,11,Loyal
13375,89,2,1792.23,896.11,United Kingdom,3,2,4,9,At-Risk
12369,414,3,1791.15,597.05,Austria,1,3,4,8,At-Risk
15608,29,5,1785.98,357.2,United Kingdom,4,4,4,12,Loyal
16611,187,6,1785.13,297.52,United Kingdom,3,4,4,11,Loyal
15128,61,5,1783.68,356.74,United Kingdom,3,4,4,11,Loyal
14583,6,8,1781.03,222.63,United Kingdom,5,5,4,14,Champion
16380,62,1,1780.59,1780.59,United Kingdom,3,1,4,8,At-Risk
18214,531,4,1780.34,445.08,United Kingdom,1,4,4,9,At-Risk
15220,52,6,1778.96,296.49,United Kingdom,4,4,4,12,Loyal
12458,72,4,1777.49,444.37,Switzerland,3,3,4,10,Loyal
12908,177,5,1776.0,355.2,United Kingdom,3,4,4,11,Loyal
12778,20,9,1775.68,197.3,Netherlands,4,5,4,13,Champion
13920,432,4,1774.68,443.67,United Kingdom,1,4,4,9,At-Risk
16124,318,4,1772.49,443.12,United Kingdom,2,4,4,10,Loyal
15594,16,5,1771.78,354.36,United Kingdom,5,4,4,13,Champion
16374,67,5,1771.45,354.29,United Kingdom,3,4,4,11,Loyal
17813,15,5,1770.88,354.18,United Kingdom,5,4,4,13,Champion
14387,33,3,1770.56,590.19,United Kingdom,4,3,4,11,Loyal
14933,444,4,1770.0,442.5,Channel Islands,1,4,4,9,At-Risk
13456,18,6,1766.72,294.45,United Kingdom,5,4,4,13,Champion
16751,31,1,1764.72,1764.72,United Kingdom,4,1,4,9,At-Risk
13648,401,8,1764.02,220.5,United Kingdom,2,5,4,11,Loyal
13717,33,8,1763.3,220.41,United Kingdom,4,5,4,13,Champion
15777,242,7,1762.61,251.8,United Kingdom,2,4,4,10,Loyal
16620,4,6,1758.93,293.16,United Kingdom,5,4,4,13,Champion
14522,25,8,1758.62,219.83,United Kingdom,4,4,4,12,Loyal
16266,74,14,1757.95,125.57,United Kingdom,3,5,4,12,Loyal
12809,178,3,1755.94,585.31,Portugal,3,3,4,10,Loyal
17432,19,9,1751.39,194.6,United Kingdom,5,5,4,14,Champion
13155,34,6,1750.18,291.7,United Kingdom,4,4,4,12,Loyal
16639,32,4,1747.98,437.0,United Kingdom,4,4,4,12,Loyal
14584,170,8,1747.91,218.49,United Kingdom,3,4,4,11,Loyal
13808,6,5,1747.66,349.53,United Kingdom,5,4,4,13,Champion
15976,166,6,1746.64,291.11,United Kingdom,3,4,4,11,Loyal
17695,132,5,1746.04,349.21,United Kingdom,3,4,4,11,Loyal
14692,138,12,1745.09,145.42,United Kingdom,3,5,4,12,Loyal
14236,81,5,1744.64,348.93,United Kingdom,3,4,4,11,Loyal
17190,59,7,1743.04,249.01,United Kingdom,4,4,4,12,Loyal
12425,79,2,1741.41,870.71,Portugal,3,2,4,9,At-Risk
17321,9,6,1741.18,290.2,United Kingdom,5,4,4,13,Champion
16087,390,5,1739.92,347.98,United Kingdom,2,4,4,10,Loyal
13240,97,8,1738.52,217.32,United Kingdom,3,4,4,11,Loyal
13531,206,6,1738.52,289.75,United Kingdom,2,4,4,10,Loyal
14075,5,6,1734.87,289.15,United Kingdom,5,4,4,13,Champion
17268,108,11,1733.89,157.63,United Kingdom,3,5,4,12,Loyal
13026,2,9,1733.08,192.56,United Kingdom,5,5,4,14,Champion
14400,150,3,1732.47,577.49,United Kingdom,3,3,4,10,Loyal
16809,24,9,1727.43,191.94,United Kingdom,4,5,4,13,Champion
15730,66,5,1726.58,345.32,United Kingdom,3,4,4,11,Loyal
14304,223,3,1725.01,575.0,United Kingdom,2,3,4,9,At-Risk
16010,246,11,1724.06,156.73,United Kingdom,2,5,4,11,Loyal
13363,18,3,1723.86,574.62,United Kingdom,5,3,4,12,Loyal
17451,2,7,1721.4,245.91,United Kingdom,5,4,4,13,Champion
16899,8,8,1721.02,215.13,United Kingdom,5,5,4,14,Champion
16119,9,8,1720.81,215.1,United Kingdom,5,5,4,14,Champion
15267,23,5,1717.36,343.47,United Kingdom,4,4,4,12,Loyal
14021,156,7,1716.58,245.23,United Kingdom,3,4,4,11,Loyal
17162,29,10,1715.46,171.55,United Kingdom,4,5,4,13,Champion
14987,16,8,1713.85,214.23,United Kingdom,5,4,4,13,Champion
14447,19,6,1711.73,285.29,United Kingdom,5,4,4,13,Champion
13665,387,3,1711.66,570.55,United Kingdom,2,3,4,9,At-Risk
16654,142,8,1711.47,213.93,United Kingdom,3,4,4,11,Loyal
12405,149,1,1710.39,1710.39,Finland,3,1,4,8,At-Risk
15551,37,7,1710.08,244.3,United Kingdom,4,4,4,12,Loyal
13104,4,9,1709.1,189.9,United Kingdom,5,5,4,14,Champion
17731,80,6,1708.99,284.83,United Kingdom,3,4,4,11,Loyal
