CustomerID,recency_days,frequency,monetary,monetary_tier,churn_segment
15882,199,8,1495.98,Q3_MidHigh,Lapsed
15173,381,7,1494.6,Q3_MidHigh,Lost
16314,390,3,1491.4,Q3_MidHigh,Lost
18268,135,6,1490.23,Q3_MidHigh,At-Risk
16419,113,8,1487.42,Q3_MidHigh,At-Risk
14246,111,3,1474.06,Q3_MidHigh,At-Risk
16980,256,3,1473.33,Q3_MidHigh,Lapsed
18196,96,4,1464.31,Q3_MidHigh,At-Risk
16586,249,3,1462.78,Q3_MidHigh,Lapsed
17978,366,4,1461.76,Q3_MidHigh,Lost
18106,330,6,1461.46,Q3_MidHigh,Lapsed
15071,94,4,1455.56,Q3_MidHigh,At-Risk
17582,237,5,1450.7,Q3_MidHigh,Lapsed
13361,473,2,1450.5,Q3_MidHigh,Lost
15876,410,2,1449.14,Q3_MidHigh,Lost
15076,173,3,1447.74,Q3_MidHigh,At-Risk
13583,156,2,1445.03,Q3_MidHigh,At-Risk
13543,635,2,1439.61,Q3_MidHigh,Lost
16088,576,2,1437.43,Q3_MidHigh,Lost
16727,365,4,1437.42,Q3_MidHigh,Lapsed
12805,382,4,1434.95,Q3_MidHigh,Lost
12389,403,3,1433.33,Q3_MidHigh,Lost
17941,131,4,1433.28,Q3_MidHigh,At-Risk
13475,192,4,1431.78,Q3_MidHigh,Lapsed
18071,258,6,1428.63,Q3_MidHigh,Lapsed
17438,254,5,1422.77,Q3_MidHigh,Lapsed
16926,372,5,1421.35,Q3_MidHigh,Lost
15652,92,5,1420.34,Q3_MidHigh,At-Risk
15223,226,5,1417.95,Q3_MidHigh,Lapsed
17496,359,4,1412.89,Q3_MidHigh,Lapsed
17908,374,5,1411.54,Q3_MidHigh,Lost
13821,145,6,1410.73,Q3_MidHigh,At-Risk
17714,321,5,1410.18,Q3_MidHigh,Lapsed
16854,418,2,1408.96,Q3_MidHigh,Lost
14909,438,3,1404.68,Q3_MidHigh,Lost
12765,473,6,1404.58,Q3_MidHigh,Lost
14687,107,3,1402.06,Q3_MidHigh,At-Risk
18202,200,3,1396.99,Q3_MidHigh,Lapsed
16129,408,3,1396.05,Q3_MidHigh,Lost
16300,431,3,1392.43,Q3_MidHigh,Lost
15141,458,7,1388.47,Q3_MidHigh,Lost
13382,281,5,1387.58,Q3_MidHigh,Lapsed
16167,415,5,1386.12,Q3_MidHigh,Lost
14899,396,1,1384.88,Q3_MidHigh,Lost
13572,206,1,1384.25,Q3_MidHigh,Lapsed
15580,377,8,1381.19,Q3_MidHigh,Lost
15751,461,11,1380.44,Q3_MidHigh,Lost
13074,512,4,1378.74,Q3_MidHigh,Lost
17150,377,6,1375.65,Q3_MidHigh,Lost
14265,110,4,1373.35,Q3_MidHigh,At-Risk
14316,423,5,1370.34,Q3_MidHigh,Lost
12533,628,2,1367.89,Q3_MidHigh,Lost
14114,274,7,1364.09,Q3_MidHigh,Lapsed
15347,367,4,1363.6,Q3_MidHigh,Lost
16588,387,4,1361.28,Q3_MidHigh,Lost
17429,129,5,1357.46,Q3_MidHigh,At-Risk
12875,144,5,1356.99,Q3_MidHigh,At-Risk
12591,318,3,1352.15,Q3_MidHigh,Lapsed
14847,149,3,1348.95,Q3_MidHigh,At-Risk
14320,207,5,1346.75,Q3_MidHigh,Lapsed
16222,319,2,1345.22,Q3_MidHigh,Lapsed
12426,195,2,1345.21,Q3_MidHigh,Lapsed
17499,290,2,1341.39,Q3_MidHigh,Lapsed
12711,612,2,1339.05,Q3_MidHigh,Lost
13803,256,3,1338.91,Q3_MidHigh,Lapsed
15146,165,2,1327.16,Q3_MidHigh,At-Risk
14956,422,1,1325.0,Q3_MidHigh,Lost
16894,503,3,1324.06,Q3_MidHigh,Lost
12960,414,4,1322.07,Q3_MidHigh,Lost
13497,283,6,1320.33,Q3_MidHigh,Lapsed
14973,108,3,1314.45,Q3_MidHigh,At-Risk
16296,627,4,1313.67,Q3_MidHigh,Lost
12639,239,3,1312.37,Q3_MidHigh,Lapsed
16756,215,7,1312.37,Q3_MidHigh,Lapsed
13855,501,4,1310.34,Q3_MidHigh,Lost
16955,185,6,1309.41,Q3_MidHigh,Lapsed
12717,152,3,1308.91,Q3_MidHigh,At-Risk
16377,268,2,1308.48,Q3_MidHigh,Lapsed
13328,317,1,1308.48,Q3_MidHigh,Lapsed
16282,340,3,1307.58,Q3_MidHigh,Lapsed
15813,208,2,1303.91,Q3_MidHigh,Lapsed
15400,93,8,1302.3,Q3_MidHigh,At-Risk
16723,92,4,1301.63,Q3_MidHigh,At-Risk
15108,142,4,1300.25,Q3_MidHigh,At-Risk
16943,212,5,1299.49,Q3_MidHigh,Lapsed
14479,254,4,1299.11,Q3_MidHigh,Lapsed
18286,477,2,1296.43,Q3_MidHigh,Lost
13440,424,7,1295.25,Q3_MidHigh,Lost
14619,246,2,1291.24,Q3_MidHigh,Lapsed
15171,332,1,1289.5,Q3_MidHigh,Lapsed
14679,382,3,1289.44,Q3_MidHigh,Lost
16608,454,2,1288.72,Q3_MidHigh,Lost
14821,367,7,1286.45,Q3_MidHigh,Lost
13300,170,3,1285.51,Q3_MidHigh,At-Risk
17142,240,4,1283.75,Q3_MidHigh,Lapsed
13443,449,6,1280.16,Q3_MidHigh,Lost
17862,324,4,1279.09,Q3_MidHigh,Lapsed
13243,204,5,1278.04,Q3_MidHigh,Lapsed
16951,135,3,1277.75,Q3_MidHigh,At-Risk
14478,383,4,1276.66,Q3_MidHigh,Lost
13916,464,4,1275.81,Q3_MidHigh,Lost
14490,407,2,1273.47,Q3_MidHigh,Lost
17132,453,2,1272.8,Q3_MidHigh,Lost
17478,409,2,1272.8,Q3_MidHigh,Lost
13492,137,3,1269.84,Q3_MidHigh,At-Risk
15439,405,4,1269.05,Q3_MidHigh,Lost
17531,191,3,1266.82,Q3_MidHigh,Lapsed
17635,425,3,1265.58,Q3_MidHigh,Lost
16842,101,3,1264.19,Q3_MidHigh,At-Risk
13065,374,5,1260.91,Q3_MidHigh,Lost
17343,356,6,1259.94,Q3_MidHigh,Lapsed
12402,324,6,1256.9,Q3_MidHigh,Lapsed
15064,411,4,1254.41,Q3_MidHigh,Lost
15441,397,3,1254.21,Q3_MidHigh,Lost
16292,122,5,1253.76,Q3_MidHigh,At-Risk
12666,395,1,1248.42,Q3_MidHigh,Lost
15004,148,1,1246.32,Q3_MidHigh,At-Risk
15800,108,7,1242.58,Q3_MidHigh,At-Risk
13201,503,4,1240.61,Q3_MidHigh,Lost
17529,611,2,1240.25,Q3_MidHigh,Lost
13863,248,4,1239.55,Q3_MidHigh,Lapsed
16501,384,1,1237.23,Q3_MidHigh,Lost
14231,184,4,1235.62,Q3_MidHigh,Lapsed
12605,377,4,1232.95,Q3_MidHigh,Lost
16159,282,4,1232.79,Q3_MidHigh,Lapsed
13019,380,6,1229.95,Q3_MidHigh,Lost
17342,380,4,1227.54,Q3_MidHigh,Lost
12866,284,3,1227.35,Q3_MidHigh,Lapsed
17539,618,4,1226.57,Q3_MidHigh,Lost
17456,366,2,1225.42,Q3_MidHigh,Lost
15303,291,3,1224.18,Q3_MidHigh,Lapsed
14512,188,7,1223.47,Q3_MidHigh,Lapsed
16946,384,5,1222.04,Q3_MidHigh,Lost
14430,512,3,1220.9,Q3_MidHigh,Lost
13299,269,3,1218.7,Q3_MidHigh,Lapsed
13304,352,4,1217.99,Q3_MidHigh,Lapsed
15390,397,2,1216.66,Q3_MidHigh,Lost
15661,318,8,1215.95,Q3_MidHigh,Lapsed
13140,109,5,1215.68,Q3_MidHigh,At-Risk
15377,383,4,1211.75,Q3_MidHigh,Lost
13723,218,6,1209.2,Q3_MidHigh,Lapsed
17062,314,6,1208.22,Q3_MidHigh,Lapsed
18193,166,3,1207.35,Q3_MidHigh,At-Risk
18057,394,3,1203.56,Q3_MidHigh,Lost
12742,626,1,1201.52,Q3_MidHigh,Lost
15600,429,4,1199.31,Q3_MidHigh,Lost
17713,383,4,1198.09,Q3_MidHigh,Lost
16307,430,3,1194.92,Q3_MidHigh,Lost
13293,393,6,1192.94,Q3_MidHigh,Lost
16306,214,7,1192.82,Q3_MidHigh,Lapsed
13976,207,4,1192.36,Q3_MidHigh,Lapsed
14213,405,1,1192.2,Q3_MidHigh,Lost
17984,146,5,1191.27,Q3_MidHigh,At-Risk
16471,275,4,1189.98,Q3_MidHigh,Lapsed
17239,313,4,1189.45,Q3_MidHigh,Lapsed
14275,396,6,1189.38,Q3_MidHigh,Lost
13388,132,3,1185.65,Q3_MidHigh,At-Risk
18060,409,2,1185.46,Q3_MidHigh,Lost
14206,240,3,1185.01,Q3_MidHigh,Lapsed
15259,513,4,1182.38,Q3_MidHigh,Lost
17021,443,6,1182.22,Q3_MidHigh,Lost
13526,739,2,1182.0,Q3_MidHigh,Lost
13395,186,3,1180.23,Q3_MidHigh,Lapsed
13270,367,1,1180.0,Q3_MidHigh,Lost
16614,183,3,1179.79,Q3_MidHigh,Lapsed
13797,437,3,1179.45,Q3_MidHigh,Lost
18025,380,6,1177.72,Q3_MidHigh,Lost
15210,226,3,1176.19,Q3_MidHigh,Lapsed
14370,451,6,1175.78,Q3_MidHigh,Lost
12915,149,4,1174.75,Q3_MidHigh,At-Risk
14693,265,7,1165.36,Q3_MidHigh,Lapsed
17525,360,3,1161.9,Q3_MidHigh,Lapsed
12972,414,4,1161.2,Q3_MidHigh,Lost
13459,625,2,1160.41,Q3_MidHigh,Lost
16838,198,4,1159.61,Q3_MidHigh,Lapsed
12439,683,2,1158.18,Q3_MidHigh,Lost
15879,405,4,1157.3,Q3_MidHigh,Lost
13744,96,2,1156.36,Q3_MidHigh,At-Risk
17127,429,5,1155.03,Q3_MidHigh,Lost
13462,253,5,1153.85,Q3_MidHigh,Lapsed
12710,97,3,1149.02,Q3_MidHigh,At-Risk
16521,416,3,1148.01,Q3_MidHigh,Lost
14308,550,2,1147.02,Q3_MidHigh,Lost
16766,274,2,1145.6,Q3_MidHigh,Lapsed
17477,613,2,1144.3,Q3_MidHigh,Lost
12769,239,1,1143.6,Q3_MidHigh,Lapsed
17770,199,5,1143.27,Q3_MidHigh,Lapsed
13856,169,11,1142.03,Q3_MidHigh,At-Risk
18218,212,4,1142.0,Q3_MidHigh,Lapsed
16769,261,4,1141.75,Q3_MidHigh,Lapsed
16270,354,1,1141.24,Q3_MidHigh,Lapsed
15586,593,3,1139.1,Q3_MidHigh,Lost
17866,143,3,1134.95,Q3_MidHigh,At-Risk
17137,417,6,1133.63,Q3_MidHigh,Lost
14375,186,3,1132.99,Q3_MidHigh,Lapsed
13393,584,4,1131.45,Q3_MidHigh,Lost
12616,96,3,1131.1,Q3_MidHigh,At-Risk
15695,267,4,1131.04,Q3_MidHigh,Lapsed
17622,598,2,1130.21,Q3_MidHigh,Lost
14450,181,7,1128.44,Q3_MidHigh,Lapsed
12373,312,3,1127.65,Q3_MidHigh,Lapsed
14671,550,2,1127.45,Q3_MidHigh,Lost
12503,585,1,1126.0,Q3_MidHigh,Lost
13778,104,4,1124.49,Q3_MidHigh,At-Risk
14917,597,2,1123.75,Q3_MidHigh,Lost
17492,249,3,1122.42,Q3_MidHigh,Lapsed
13368,257,4,1121.5,Q3_MidHigh,Lapsed
17871,205,5,1118.99,Q3_MidHigh,Lapsed
16278,101,3,1117.84,Q3_MidHigh,At-Risk
14672,235,4,1113.14,Q3_MidHigh,Lapsed
12648,155,4,1112.0,Q3_MidHigh,At-Risk
16702,416,4,1110.83,Q3_MidHigh,Lost
15069,180,1,1109.53,Q3_MidHigh,At-Risk
15559,569,1,1109.4,Q3_MidHigh,Lost
15828,376,1,1108.82,Q3_MidHigh,Lost
14891,149,4,1106.73,Q3_MidHigh,At-Risk
16391,401,4,1103.61,Q3_MidHigh,Lost
16223,375,2,1102.35,Q3_MidHigh,Lost
13295,360,4,1101.97,Q3_MidHigh,Lapsed
12785,365,3,1100.4,Q3_MidHigh,Lapsed
14009,199,3,1099.91,Q3_MidHigh,Lapsed
13108,373,2,1098.52,Q3_MidHigh,Lost
16805,174,5,1097.24,Q3_MidHigh,At-Risk
17366,433,2,1096.24,Q3_MidHigh,Lost
14460,111,9,1093.5,Q3_MidHigh,At-Risk
12803,394,1,1092.81,Q3_MidHigh,Lost
17726,396,7,1092.06,Q3_MidHigh,Lost
14199,219,4,1091.7,Q3_MidHigh,Lapsed
14813,370,4,1090.87,Q3_MidHigh,Lost
12534,131,1,1089.18,Q3_MidHigh,At-Risk
14343,422,4,1088.91,Q3_MidHigh,Lost
15254,128,3,1088.35,Q3_MidHigh,At-Risk
15535,174,6,1087.82,Q3_MidHigh,At-Risk
14013,111,5,1084.57,Q3_MidHigh,At-Risk
13567,429,4,1083.69,Q3_MidHigh,Lost
12354,233,1,1079.4,Q3_MidHigh,Lapsed
15546,607,2,1079.1,Q3_MidHigh,Lost
14352,158,4,1078.96,Q3_MidHigh,At-Risk
13656,165,4,1078.85,Q3_MidHigh,At-Risk
16231,380,4,1078.22,Q3_MidHigh,Lost
16048,374,4,1075.23,Q3_MidHigh,Lost
15912,179,9,1074.7,Q3_MidHigh,At-Risk
12801,501,1,1071.82,Q3_MidHigh,Lost
17854,186,6,1071.45,Q3_MidHigh,Lapsed
17277,228,2,1065.35,Q3_MidHigh,Lapsed
15639,135,3,1065.08,Q3_MidHigh,At-Risk
17849,219,8,1063.76,Q3_MidHigh,Lapsed
12815,148,2,1063.46,Q3_MidHigh,At-Risk
14411,311,1,1063.0,Q3_MidHigh,Lapsed
17616,174,4,1060.8,Q3_MidHigh,At-Risk
15003,474,6,1060.7,Q3_MidHigh,Lost
17421,387,3,1059.41,Q3_MidHigh,Lost
14734,426,4,1056.42,Q3_MidHigh,Lost
12791,374,6,1056.11,Q3_MidHigh,Lost
12580,247,2,1052.9,Q3_MidHigh,Lapsed
15855,137,6,1052.72,Q3_MidHigh,At-Risk
13775,591,1,1049.66,Q3_MidHigh,Lost
15464,339,1,1048.85,Q3_MidHigh,Lapsed
17578,219,7,1047.33,Q3_MidHigh,Lapsed
17474,600,1,1047.0,Q3_MidHigh,Lost
16991,422,1,1041.21,Q3_MidHigh,Lost
13613,453,5,1039.85,Q3_MidHigh,Lost
13873,120,8,1038.92,Q3_MidHigh,At-Risk
12486,432,1,1037.28,Q3_MidHigh,Lost
17869,108,7,1036.16,Q3_MidHigh,At-Risk
17926,134,5,1035.49,Q3_MidHigh,At-Risk
16787,398,4,1035.43,Q3_MidHigh,Lost
12811,261,5,1033.9,Q3_MidHigh,Lapsed
17980,166,4,1033.42,Q3_MidHigh,At-Risk
14248,319,3,1032.95,Q3_MidHigh,Lapsed
13000,107,4,1032.5,Q3_MidHigh,At-Risk
13235,213,1,1031.07,Q3_MidHigh,Lapsed
14932,366,2,1029.66,Q3_MidHigh,Lost
15333,209,1,1028.56,Q3_MidHigh,Lapsed
15104,197,2,1027.44,Q3_MidHigh,Lapsed
16227,226,3,1027.22,Q3_MidHigh,Lapsed
15887,407,3,1027.15,Q3_MidHigh,Lost
17749,179,3,1026.18,Q3_MidHigh,At-Risk
17310,388,2,1025.1,Q3_MidHigh,Lost
17362,240,7,1024.04,Q3_MidHigh,Lapsed
16568,428,2,1020.9,Q3_MidHigh,Lost
13376,100,3,1019.76,Q3_MidHigh,At-Risk
18142,158,2,1019.52,Q3_MidHigh,At-Risk
12905,577,2,1018.42,Q3_MidHigh,Lost
12793,335,3,1017.33,Q3_MidHigh,Lapsed
15970,304,2,1017.32,Q3_MidHigh,Lapsed
12652,332,2,1017.03,Q3_MidHigh,Lapsed
13641,641,5,1016.47,Q3_MidHigh,Lost
13333,412,3,1015.74,Q3_MidHigh,Lost
17860,369,4,1015.54,Q3_MidHigh,Lost
16623,246,4,1015.24,Q3_MidHigh,Lapsed
14355,366,3,1014.45,Q3_MidHigh,Lost
12410,309,3,1013.71,Q3_MidHigh,Lapsed
13466,185,5,1013.35,Q3_MidHigh,Lapsed
16435,513,3,1011.57,Q3_MidHigh,Lost
15713,144,4,1010.79,Q3_MidHigh,At-Risk
13039,585,4,1010.73,Q3_MidHigh,Lost
16572,128,3,1009.6,Q3_MidHigh,At-Risk
12862,426,2,1008.32,Q3_MidHigh,Lost
14510,376,3,1007.28,Q3_MidHigh,Lost
16287,170,5,1006.98,Q3_MidHigh,At-Risk
15771,605,3,1006.54,Q3_MidHigh,Lost
15363,373,2,1004.11,Q3_MidHigh,Lost
17987,186,5,1003.64,Q3_MidHigh,Lapsed
13857,394,6,1001.01,Q3_MidHigh,Lost
17464,159,3,1000.94,Q3_MidHigh,At-Risk
14255,547,1,1000.63,Q3_MidHigh,Lost
15508,190,6,1000.27,Q3_MidHigh,Lapsed
18143,117,2,1000.16,Q3_MidHigh,At-Risk
13005,174,4,999.68,Q3_MidHigh,At-Risk
13965,477,3,996.61,Q3_MidHigh,Lost
16699,381,7,994.6,Q3_MidHigh,Lost
14223,93,3,991.13,Q3_MidHigh,At-Risk
13559,513,2,990.0,Q3_MidHigh,Lost
15973,367,3,988.44,Q3_MidHigh,Lost
15176,668,1,988.04,Q3_MidHigh,Lost
16130,423,4,987.48,Q3_MidHigh,Lost
16661,541,4,986.63,Q3_MidHigh,Lost
13439,256,3,986.61,Q3_MidHigh,Lapsed
16254,379,3,985.14,Q3_MidHigh,Lost
14142,374,2,983.15,Q3_MidHigh,Lost
15109,246,3,983.1,Q3_MidHigh,Lapsed
12543,449,1,980.25,Q3_MidHigh,Lost
14230,436,3,979.8,Q3_MidHigh,Lost
17369,456,1,979.2,Q3_MidHigh,Lost
14454,377,5,977.3,Q3_MidHigh,Lost
17123,162,3,977.17,Q3_MidHigh,At-Risk
15247,123,3,976.06,Q3_MidHigh,At-Risk
15165,374,1,975.5,Q3_MidHigh,Lost
15646,158,5,974.61,Q3_MidHigh,At-Risk
17958,117,2,973.88,Q3_MidHigh,At-Risk
12525,499,3,973.73,Q3_MidHigh,Lost
14350,275,3,972.03,Q3_MidHigh,Lapsed
13223,201,6,969.12,Q3_MidHigh,Lapsed
13204,732,1,966.66,Q3_MidHigh,Lost
15084,380,2,965.2,Q3_MidHigh,Lost
16763,199,2,964.7,Q3_MidHigh,Lapsed
15268,479,3,961.9,Q3_MidHigh,Lost
17544,391,3,960.69,Q3_MidHigh,Lost
14994,383,5,960.63,Q3_MidHigh,Lost
14437,366,5,958.84,Q3_MidHigh,Lost
12675,554,2,958.5,Q3_MidHigh,Lost
14958,148,6,957.94,Q3_MidHigh,At-Risk
17189,107,5,957.63,Q3_MidHigh,At-Risk
17298,102,5,957.56,Q3_MidHigh,At-Risk
16947,236,5,955.21,Q3_MidHigh,Lapsed
12505,409,1,955.2,Q3_MidHigh,Lost
15430,468,2,954.75,Q3_MidHigh,Lost
12414,218,6,952.41,Q3_MidHigh,Lapsed
14615,395,5,951.76,Q3_MidHigh,Lost
17955,199,6,949.9,Q3_MidHigh,Lapsed
12767,376,1,949.82,Q3_MidHigh,Lost
15177,426,1,948.93,Q3_MidHigh,Lost
12874,386,2,948.42,Q3_MidHigh,Lost
15723,365,4,947.65,Q3_MidHigh,Lapsed
12355,215,2,947.61,Q3_MidHigh,Lapsed
17356,312,5,946.47,Q3_MidHigh,Lapsed
16146,158,4,946.38,Q3_MidHigh,At-Risk
17604,218,6,945.93,Q3_MidHigh,Lapsed
13261,269,2,944.1,Q3_MidHigh,Lapsed
16199,393,7,942.75,Q3_MidHigh,Lost
12942,132,3,942.65,Q3_MidHigh,At-Risk
14326,243,3,940.98,Q3_MidHigh,Lapsed
17363,396,3,940.86,Q3_MidHigh,Lost
15107,312,9,940.35,Q3_MidHigh,Lapsed
13936,180,3,939.66,Q3_MidHigh,At-Risk
16109,219,3,939.48,Q3_MidHigh,Lapsed
14605,375,4,937.16,Q3_MidHigh,Lost
17020,543,2,935.62,Q3_MidHigh,Lost
17472,192,4,935.1,Q3_MidHigh,Lapsed
16781,373,2,934.25,Q3_MidHigh,Lost
15792,400,2,933.84,Q3_MidHigh,Lost
18133,213,1,931.5,Q3_MidHigh,Lapsed
12396,675,1,931.43,Q3_MidHigh,Lost
13465,447,2,931.12,Q3_MidHigh,Lost
14924,246,3,931.01,Q3_MidHigh,Lapsed
16034,197,6,928.72,Q3_MidHigh,Lapsed
14338,162,3,928.1,Q3_MidHigh,At-Risk
13288,444,5,927.61,Q3_MidHigh,Lost
16975,424,3,926.12,Q3_MidHigh,Lost
12745,487,3,925.41,Q3_MidHigh,Lost
17143,418,2,924.11,Q3_MidHigh,Lost
16643,246,2,923.11,Q3_MidHigh,Lapsed
17322,377,5,922.59,Q3_MidHigh,Lost
13122,95,2,922.39,Q3_MidHigh,At-Risk
13934,264,1,922.1,Q3_MidHigh,Lapsed
12998,493,3,920.08,Q3_MidHigh,Lost
14568,436,1,919.7,Q3_MidHigh,Lost
13075,130,1,919.61,Q3_MidHigh,At-Risk
13872,528,3,919.57,Q3_MidHigh,Lost
16387,323,5,918.55,Q3_MidHigh,Lapsed
15542,513,3,918.45,Q3_MidHigh,Lost
12368,629,1,917.7,Q3_MidHigh,Lost
14061,508,3,917.43,Q3_MidHigh,Lost
14423,219,3,916.61,Q3_MidHigh,Lapsed
14549,312,4,916.55,Q3_MidHigh,Lapsed
14176,298,5,916.01,Q3_MidHigh,Lapsed
14839,419,3,915.28,Q3_MidHigh,Lost
16216,268,1,914.93,Q3_MidHigh,Lapsed
15364,96,2,913.19,Q3_MidHigh,At-Risk
14133,130,4,911.14,Q3_MidHigh,At-Risk
16138,379,3,910.35,Q3_MidHigh,Lost
13548,97,3,908.99,Q3_MidHigh,At-Risk
14729,374,3,907.38,Q3_MidHigh,Lost
14969,704,1,906.23,Q3_MidHigh,Lost
15180,368,3,904.43,Q3_MidHigh,Lost
17746,241,4,904.18,Q3_MidHigh,Lapsed
17176,202,3,902.32,Q3_MidHigh,Lapsed
17226,309,3,900.12,Q3_MidHigh,Lapsed
12945,289,2,900.11,Q3_MidHigh,Lapsed
16834,228,2,898.96,Q2_MidLow,Lapsed
15710,418,1,898.87,Q2_MidLow,Lost
13996,387,2,895.76,Q2_MidLow,Lost
14065,390,3,891.02,Q2_MidLow,Lost
15824,454,2,890.94,Q2_MidLow,Lost
16228,386,3,890.81,Q2_MidLow,Lost
17968,374,4,888.04,Q2_MidLow,Lost
17708,188,4,887.93,Q2_MidLow,Lapsed
14686,415,5,885.83,Q2_MidLow,Lost
17704,169,2,885.19,Q2_MidLow,At-Risk
13166,284,2,884.18,Q2_MidLow,Lapsed
18141,402,2,882.47,Q2_MidLow,Lost
16677,412,2,880.62,Q2_MidLow,Lost
13937,170,2,880.13,Q2_MidLow,At-Risk
14612,416,1,877.7,Q2_MidLow,Lost
15653,93,2,877.44,Q2_MidLow,At-Risk
14645,157,3,876.89,Q2_MidLow,At-Risk
13768,727,2,875.97,Q2_MidLow,Lost
17223,311,3,873.53,Q2_MidLow,Lapsed
15224,359,5,871.36,Q2_MidLow,Lapsed
16948,139,7,868.77,Q2_MidLow,At-Risk
17167,380,3,867.11,Q2_MidLow,Lost
17358,304,5,866.05,Q2_MidLow,Lapsed
16567,195,2,865.6,Q2_MidLow,Lapsed
13922,352,3,865.2,Q2_MidLow,Lapsed
14600,306,2,865.17,Q2_MidLow,Lapsed
13891,379,3,863.56,Q2_MidLow,Lost
15483,162,10,862.2,Q2_MidLow,At-Risk
13339,201,1,860.12,Q2_MidLow,Lapsed
14372,444,2,860.08,Q2_MidLow,Lost
12440,463,2,859.2,Q2_MidLow,Lost
17161,445,1,856.01,Q2_MidLow,Lost
12878,237,2,854.99,Q2_MidLow,Lapsed
13945,395,2,854.15,Q2_MidLow,Lost
14873,211,2,854.13,Q2_MidLow,Lapsed
17349,180,5,852.25,Q2_MidLow,At-Risk
15266,339,5,852.21,Q2_MidLow,Lapsed
12696,435,2,851.91,Q2_MidLow,Lost
13479,201,4,851.37,Q2_MidLow,Lapsed
18108,255,3,848.81,Q2_MidLow,Lapsed
16798,555,3,848.71,Q2_MidLow,Lost
15784,468,2,848.33,Q2_MidLow,Lost
14202,382,3,847.76,Q2_MidLow,Lost
13221,241,2,847.41,Q2_MidLow,Lapsed
13970,387,2,846.55,Q2_MidLow,Lost
14803,163,3,845.55,Q2_MidLow,At-Risk
18078,218,4,844.6,Q2_MidLow,Lapsed
14922,394,2,843.74,Q2_MidLow,Lost
15070,373,3,843.25,Q2_MidLow,Lost
16344,159,4,842.42,Q2_MidLow,At-Risk
17638,648,2,842.4,Q2_MidLow,Lost
16810,193,2,842.04,Q2_MidLow,Lapsed
12891,186,11,840.5,Q2_MidLow,Lapsed
18247,415,3,839.73,Q2_MidLow,Lost
17332,529,5,838.27,Q2_MidLow,Lost
16264,439,2,837.53,Q2_MidLow,Lost
14037,177,6,836.95,Q2_MidLow,At-Risk
15832,255,1,836.79,Q2_MidLow,Lapsed
13795,389,4,836.3,Q2_MidLow,Lost
13386,415,2,835.46,Q2_MidLow,Lost
14556,597,3,835.34,Q2_MidLow,Lost
15190,435,1,834.44,Q2_MidLow,Lost
16644,178,2,833.78,Q2_MidLow,At-Risk
12903,429,1,833.53,Q2_MidLow,Lost
13175,583,2,831.45,Q2_MidLow,Lost
15759,219,7,830.93,Q2_MidLow,Lapsed
17003,403,4,830.16,Q2_MidLow,Lost
12730,522,1,829.25,Q2_MidLow,Lost
15617,397,3,828.55,Q2_MidLow,Lost
17045,114,5,827.68,Q2_MidLow,At-Risk
15945,366,4,827.27,Q2_MidLow,Lost
16246,460,2,827.25,Q2_MidLow,Lost
12792,257,2,827.01,Q2_MidLow,Lapsed
12461,95,2,826.88,Q2_MidLow,At-Risk
16494,297,1,826.53,Q2_MidLow,Lapsed
17880,365,3,824.92,Q2_MidLow,Lapsed
13513,127,3,824.59,Q2_MidLow,At-Risk
14260,472,3,824.28,Q2_MidLow,Lost
15137,521,2,823.4,Q2_MidLow,Lost
13893,298,1,821.1,Q2_MidLow,Lapsed
15314,200,3,820.45,Q2_MidLow,Lapsed
17952,379,4,819.61,Q2_MidLow,Lost
16135,263,2,819.45,Q2_MidLow,Lapsed
17683,386,3,819.01,Q2_MidLow,Lost
13612,633,1,818.29,Q2_MidLow,Lost
13595,517,3,818.22,Q2_MidLow,Lost
14890,254,3,817.25,Q2_MidLow,Lapsed
14872,484,3,816.6,Q2_MidLow,Lost
14656,170,5,814.65,Q2_MidLow,At-Risk
13811,184,3,814.5,Q2_MidLow,Lapsed
12763,139,2,814.16,Q2_MidLow,At-Risk
16658,369,6,814.07,Q2_MidLow,Lost
15644,167,4,813.0,Q2_MidLow,At-Risk
17194,274,3,812.5,Q2_MidLow,Lapsed
17251,363,3,812.43,Q2_MidLow,Lapsed
16958,436,1,809.44,Q2_MidLow,Lost
13045,100,3,808.92,Q2_MidLow,At-Risk
12797,366,2,806.11,Q2_MidLow,Lost
12632,521,2,804.88,Q2_MidLow,Lost
18248,123,2,804.02,Q2_MidLow,At-Risk
15921,173,4,802.11,Q2_MidLow,At-Risk
16806,104,4,801.49,Q2_MidLow,At-Risk
13415,473,4,800.67,Q2_MidLow,Lost
17023,418,3,800.18,Q2_MidLow,Lost
13720,117,4,799.9,Q2_MidLow,At-Risk
13041,451,4,799.13,Q2_MidLow,Lost
16952,110,5,798.78,Q2_MidLow,At-Risk
17801,452,3,798.33,Q2_MidLow,Lost
15309,611,4,797.96,Q2_MidLow,Lost
17281,375,6,797.85,Q2_MidLow,Lost
16155,382,5,796.9,Q2_MidLow,Lost
15396,113,2,796.38,Q2_MidLow,At-Risk
16961,117,3,794.56,Q2_MidLow,At-Risk
17212,254,3,794.41,Q2_MidLow,Lapsed
16679,367,3,793.06,Q2_MidLow,Lost
13296,138,6,792.51,Q2_MidLow,At-Risk
14022,226,2,792.15,Q2_MidLow,Lapsed
16250,262,3,791.38,Q2_MidLow,Lapsed
