CustomerID,Recency,Frequency,Monetary,AvgOrderValue,FirstPurchase,LastPurchase,Country
16678,3,12,3109.99,259.17,2011-03-02,2011-12-07,United Kingdom
17870,3,13,3108.15,239.09,2010-11-23,2011-12-07,United Kingdom
12909,40,8,3103.19,387.9,2010-02-24,2011-10-31,United Kingdom
15491,96,6,3100.09,516.68,2011-04-18,2011-09-05,United Kingdom
13464,59,6,3097.64,516.27,2010-03-31,2011-10-12,United Kingdom
12937,16,9,3097.61,344.18,2009-12-03,2011-11-24,United Kingdom
15105,19,9,3094.91,343.88,2010-03-23,2011-11-21,United Kingdom
12849,32,6,3090.56,515.09,2010-04-27,2011-11-08,United Kingdom
14312,47,11,3090.29,280.94,2010-07-23,2011-10-24,United Kingdom
17552,61,12,3085.29,257.11,2010-03-22,2011-10-10,United Kingdom
12511,429,1,3084.02,3084.02,2010-10-07,2010-10-07,Greece
17929,12,12,3082.1,256.84,2009-12-09,2011-11-28,United Kingdom
16007,48,7,3075.14,439.31,2010-06-14,2011-10-23,United Kingdom
17884,4,20,3072.89,153.64,2009-12-04,2011-12-06,United Kingdom
13647,10,8,3071.68,383.96,2010-04-15,2011-11-30,United Kingdom
12469,523,2,3070.54,1535.27,2010-06-21,2010-07-05,Thailand
13631,100,11,3070.42,279.13,2011-03-17,2011-09-01,United Kingdom
14038,79,5,3069.88,613.98,2010-02-04,2011-09-22,United Kingdom
13196,12,7,3068.84,438.41,2010-04-01,2011-11-28,United Kingdom
13077,2,11,3064.67,278.61,2009-12-11,2011-12-08,United Kingdom
14456,6,9,3062.4,340.27,2011-07-20,2011-12-04,United Kingdom
16120,60,6,3056.91,509.49,2010-10-13,2011-10-11,United Kingdom
16775,11,16,3056.89,191.06,2010-09-23,2011-11-29,United Kingdom
15716,146,11,3056.81,277.89,2009-12-07,2011-07-17,United Kingdom
15241,67,11,3050.16,277.29,2010-02-23,2011-10-04,United Kingdom
16560,27,8,3048.38,381.05,2009-12-08,2011-11-13,United Kingdom
14916,71,8,3042.95,380.37,2010-04-01,2011-09-30,United Kingdom
15967,24,12,3041.6,253.47,2009-12-01,2011-11-16,United Kingdom
15754,52,9,3037.61,337.51,2010-02-22,2011-10-19,United Kingdom
13557,29,13,3032.26,233.25,2009-12-08,2011-11-11,United Kingdom
13485,234,11,3019.22,274.47,2009-12-03,2011-04-20,United Kingdom
15965,18,13,3013.09,231.78,2009-12-03,2011-11-22,United Kingdom
13963,309,17,3011.87,177.17,2010-04-21,2011-02-04,United Kingdom
12754,236,3,3010.74,1003.58,2011-02-04,2011-04-18,Japan
14590,425,20,3006.62,150.33,2009-12-07,2010-10-11,United Kingdom
17032,548,8,3004.6,375.57,2009-12-10,2010-06-10,United Kingdom
14226,29,6,3002.53,500.42,2010-09-24,2011-11-11,United Kingdom
14621,2,9,3000.57,333.4,2010-01-25,2011-12-08,United Kingdom
13635,68,4,2999.16,749.79,2009-12-01,2011-10-03,United Kingdom
15810,79,8,2999.04,374.88,2010-02-04,2011-09-22,United Kingdom
15182,155,11,2998.95,272.63,2010-02-21,2011-07-08,United Kingdom
15611,10,26,2997.28,115.28,2010-01-25,2011-11-30,United Kingdom
12457,67,8,2995.91,374.49,2010-09-30,2011-10-04,Switzerland
17961,22,100,2995.54,29.96,2009-12-01,2011-11-18,United Kingdom
12854,79,7,2994.02,427.72,2009-12-11,2011-09-22,United Kingdom
15687,9,9,2993.1,332.57,2011-01-13,2011-12-01,United Kingdom
16012,36,5,2989.79,597.96,2010-06-28,2011-11-04,United Kingdom
15681,26,14,2989.7,213.55,2010-05-24,2011-11-14,United Kingdom
12374,26,4,2989.22,747.31,2010-04-30,2011-11-14,Austria
18241,10,21,2986.99,142.24,2010-04-01,2011-11-30,United Kingdom
15329,40,11,2984.33,271.3,2009-12-14,2011-10-31,United Kingdom
14544,25,3,2982.43,994.14,2010-08-26,2011-11-15,United Kingdom
17692,128,12,2975.8,247.98,2010-06-17,2011-08-04,United Kingdom
16383,75,7,2974.84,424.98,2010-02-04,2011-09-26,United Kingdom
16416,27,9,2972.88,330.32,2010-02-23,2011-11-13,United Kingdom
13012,10,11,2972.83,270.26,2010-04-26,2011-11-30,United Kingdom
13110,32,12,2957.47,246.46,2009-12-01,2011-11-08,United Kingdom
16736,506,5,2956.56,591.31,2009-12-03,2010-07-22,United Kingdom
12826,3,12,2955.75,246.31,2009-12-18,2011-12-07,United Kingdom
12877,4,20,2955.17,147.76,2010-01-18,2011-12-06,United Kingdom
13764,71,6,2953.26,492.21,2010-03-07,2011-09-30,United Kingdom
14867,186,16,2952.06,184.5,2009-12-05,2011-06-07,United Kingdom
13253,157,4,2951.11,737.78,2010-01-05,2011-07-06,United Kingdom
15757,66,6,2940.36,490.06,2010-06-10,2011-10-05,United Kingdom
17444,148,3,2940.04,980.01,2011-06-20,2011-07-15,Canada
17588,101,7,2939.55,419.94,2010-03-12,2011-08-31,United Kingdom
15235,218,16,2937.81,183.61,2010-11-16,2011-05-06,United Kingdom
14524,32,13,2933.71,225.67,2010-10-19,2011-11-08,United Kingdom
12635,90,4,2930.41,732.6,2010-09-09,2011-09-11,Germany
15312,76,12,2930.19,244.18,2009-12-16,2011-09-25,United Kingdom
15862,9,13,2928.29,225.25,2009-12-17,2011-12-01,United Kingdom
13890,2,14,2927.38,209.1,2009-12-06,2011-12-08,United Kingdom
12906,12,5,2919.81,583.96,2011-09-22,2011-11-28,United Kingdom
16358,2,5,2919.65,583.93,2010-11-10,2011-12-08,United Kingdom
15392,5,7,2911.62,415.95,2010-10-04,2011-12-05,United Kingdom
13784,10,14,2910.23,207.87,2010-09-15,2011-11-30,United Kingdom
12438,15,2,2906.85,1453.43,2011-07-22,2011-11-25,Norway
13455,25,6,2905.93,484.32,2009-12-09,2011-11-15,United Kingdom
14233,50,7,2904.27,414.9,2010-03-05,2011-10-21,United Kingdom
16755,115,7,2900.58,414.37,2009-12-09,2011-08-17,United Kingdom
14404,34,13,2899.11,223.01,2009-12-20,2011-11-06,United Kingdom
17320,101,6,2895.77,482.63,2010-01-21,2011-08-31,United Kingdom
15100,334,7,2894.7,413.53,2010-01-07,2011-01-10,United Kingdom
17242,109,5,2889.28,577.86,2010-01-24,2011-08-23,United Kingdom
13501,289,3,2885.11,961.7,2010-05-18,2011-02-24,Switzerland
16633,18,6,2883.1,480.52,2011-04-19,2011-11-22,United Kingdom
14251,2,5,2879.7,575.94,2011-10-13,2011-12-08,United Kingdom
12806,436,4,2878.96,719.74,2010-04-30,2010-09-30,Netherlands
18170,34,9,2878.0,319.78,2010-01-08,2011-11-06,United Kingdom
14005,10,5,2874.72,574.94,2011-05-08,2011-11-30,United Kingdom
15043,32,6,2873.8,478.97,2010-06-24,2011-11-08,United Kingdom
16467,509,7,2869.16,409.88,2009-12-02,2010-07-19,United Kingdom
14711,11,11,2868.8,260.8,2011-03-22,2011-11-29,United Kingdom
16711,4,9,2868.48,318.72,2009-12-02,2011-12-06,United Kingdom
16229,88,6,2867.86,477.98,2010-05-24,2011-09-13,United Kingdom
16225,45,15,2867.41,191.16,2010-02-07,2011-10-26,United Kingdom
15563,23,7,2867.0,409.57,2010-01-28,2011-11-17,United Kingdom
16086,60,10,2864.99,286.5,2009-12-02,2011-10-11,United Kingdom
14758,145,7,2864.97,409.28,2010-04-08,2011-07-18,United Kingdom
16062,10,8,2863.45,357.93,2010-06-21,2011-11-30,United Kingdom
12685,29,6,2863.08,477.18,2011-09-07,2011-11-11,France
14875,108,3,2862.4,954.13,2010-09-24,2011-08-24,United Kingdom
16979,4,9,2859.74,317.75,2010-09-15,2011-12-06,United Kingdom
14035,29,9,2856.72,317.41,2010-04-06,2011-11-11,United Kingdom
13728,37,16,2855.17,178.45,2009-12-09,2011-11-03,United Kingdom
16742,47,14,2852.61,203.76,2009-12-16,2011-10-24,United Kingdom
12352,37,10,2849.84,284.98,2010-11-12,2011-11-03,Norway
14935,298,2,2849.83,1424.91,2010-03-30,2011-02-15,Channel Islands
16163,233,6,2849.58,474.93,2009-12-02,2011-04-21,United Kingdom
13032,53,9,2843.55,315.95,2010-09-05,2011-10-18,United Kingdom
12676,25,11,2843.09,258.46,2010-08-13,2011-11-15,Sweden
16554,43,8,2841.72,355.22,2009-12-15,2011-10-28,United Kingdom
13477,38,11,2834.17,257.65,2010-01-25,2011-11-02,United Kingdom
17368,24,14,2826.14,201.87,2009-12-15,2011-11-16,United Kingdom
14842,44,4,2824.69,706.17,2011-02-04,2011-10-27,United Kingdom
16407,13,14,2821.65,201.55,2010-10-03,2011-11-27,United Kingdom
15797,114,6,2821.08,470.18,2010-01-27,2011-08-18,United Kingdom
13719,16,11,2815.25,255.93,2010-05-17,2011-11-24,United Kingdom
15660,26,15,2812.99,187.53,2010-02-05,2011-11-14,United Kingdom
17386,8,7,2812.77,401.82,2010-11-19,2011-12-02,United Kingdom
16871,23,6,2812.34,468.72,2011-03-14,2011-11-17,United Kingdom
14903,22,5,2810.63,562.13,2011-03-06,2011-11-18,United Kingdom
13330,93,6,2806.18,467.7,2010-02-23,2011-09-08,United Kingdom
16817,3,13,2804.9,215.76,2010-10-04,2011-12-07,United Kingdom
17470,45,11,2804.87,254.99,2010-07-19,2011-10-26,United Kingdom
14869,9,6,2804.24,467.37,2009-12-16,2011-12-01,United Kingdom
13799,117,9,2803.57,311.51,2010-03-05,2011-08-15,United Kingdom
13205,444,1,2803.2,2803.2,2010-09-22,2010-09-22,United Kingdom
16764,4,13,2799.25,215.33,2011-07-19,2011-12-06,United Kingdom
15993,9,7,2797.57,399.65,2011-10-26,2011-12-01,United Kingdom
17284,61,8,2793.16,349.14,2010-09-20,2011-10-10,United Kingdom
12863,53,6,2792.55,465.43,2010-04-29,2011-10-18,United Kingdom
15073,10,8,2788.02,348.5,2010-01-27,2011-11-30,United Kingdom
15021,9,12,2783.83,231.99,2010-07-29,2011-12-01,United Kingdom
17790,27,20,2783.61,139.18,2010-06-13,2011-11-13,United Kingdom
14121,4,4,2780.15,695.04,2011-10-11,2011-12-06,United Kingdom
16104,62,9,2778.61,308.73,2009-12-06,2011-10-09,United Kingdom
17591,74,8,2776.67,347.08,2010-01-17,2011-09-27,United Kingdom
16335,552,7,2774.0,396.29,2009-12-04,2010-06-06,United Kingdom
17031,12,6,2773.85,462.31,2010-05-07,2011-11-28,United Kingdom
12391,22,6,2773.42,462.24,2010-02-15,2011-11-18,Cyprus
13695,32,16,2770.73,173.17,2010-05-11,2011-11-08,United Kingdom
17720,27,10,2768.91,276.89,2010-05-10,2011-11-13,United Kingdom
18210,2,7,2768.83,395.55,2010-11-22,2011-12-08,United Kingdom
14696,5,8,2767.9,345.99,2010-10-14,2011-12-05,United Kingdom
15817,421,3,2766.4,922.13,2010-06-14,2010-10-15,United Kingdom
13736,6,7,2766.21,395.17,2009-12-06,2011-12-04,United Kingdom
17676,5,10,2765.84,276.58,2010-03-30,2011-12-05,United Kingdom
13813,40,8,2765.47,345.68,2009-12-06,2011-10-31,Germany
17115,9,7,2761.49,394.5,2009-12-05,2011-12-01,United Kingdom
17262,53,11,2757.62,250.69,2009-12-15,2011-10-18,United Kingdom
17490,1,9,2750.5,305.61,2010-05-19,2011-12-09,United Kingdom
14665,61,7,2749.65,392.81,2010-04-26,2011-10-10,United Kingdom
12982,243,8,2744.81,343.1,2010-04-12,2011-04-11,United Kingdom
17241,386,12,2744.14,228.68,2010-02-15,2010-11-19,United Kingdom
12669,151,3,2744.03,914.68,2011-03-28,2011-07-12,France
15841,73,9,2742.41,304.71,2009-12-10,2011-09-28,United Kingdom
16434,30,12,2741.74,228.48,2010-01-17,2011-11-10,United Kingdom
14808,40,8,2741.17,342.65,2011-06-20,2011-10-31,United Kingdom
14125,11,3,2740.43,913.48,2011-09-22,2011-11-29,United Kingdom
18283,4,22,2736.65,124.39,2010-02-19,2011-12-06,United Kingdom
15389,173,5,2733.8,546.76,2010-01-27,2011-06-20,United Kingdom
15111,30,5,2730.87,546.17,2010-04-26,2011-11-10,United Kingdom
12986,429,10,2729.84,272.98,2010-01-21,2010-10-07,United Kingdom
13211,11,10,2729.32,272.93,2009-12-06,2011-11-29,United Kingdom
12739,79,4,2726.73,681.68,2010-11-10,2011-09-22,United Arab Emirates
16190,41,8,2723.55,340.44,2009-12-14,2011-10-30,United Kingdom
15985,124,7,2715.28,387.9,2010-05-27,2011-08-08,United Kingdom
16232,44,7,2712.97,387.57,2010-06-07,2011-10-27,United Kingdom
16359,8,16,2697.75,168.61,2010-02-16,2011-12-02,United Kingdom
18173,87,5,2696.36,539.27,2010-04-06,2011-09-14,United Kingdom
12725,372,4,2694.56,673.64,2010-05-04,2010-12-03,Italy
17388,78,11,2691.57,244.69,2009-12-10,2011-09-23,United Kingdom
12820,4,11,2689.52,244.5,2009-12-05,2011-12-06,United Kingdom
15910,1,15,2681.8,178.79,2010-01-21,2011-12-09,United Kingdom
14496,312,7,2668.23,381.18,2010-03-16,2011-02-01,United Kingdom
16369,19,7,2664.81,380.69,2010-04-07,2011-11-21,United Kingdom
13473,61,8,2657.76,332.22,2009-12-15,2011-10-10,United Kingdom
15671,19,7,2657.13,379.59,2011-03-14,2011-11-21,United Kingdom
15157,4,5,2654.11,530.82,2009-12-10,2011-12-06,United Kingdom
14756,16,3,2653.76,884.59,2010-10-11,2011-11-24,United Kingdom
14410,93,11,2651.14,241.01,2010-09-28,2011-09-08,United Kingdom
17744,4,7,2649.14,378.45,2010-11-24,2011-12-06,United Kingdom
12516,78,4,2648.62,662.16,2010-04-19,2011-09-23,Germany
13203,10,10,2648.25,264.83,2009-12-17,2011-11-30,United Kingdom
16618,32,5,2647.59,529.52,2011-01-21,2011-11-08,United Kingdom
13117,22,18,2643.81,146.88,2010-03-26,2011-11-18,United Kingdom
13819,302,6,2642.35,440.39,2009-12-01,2011-02-11,United Kingdom
13173,5,11,2639.35,239.94,2009-12-10,2011-12-05,United Kingdom
15814,17,6,2634.44,439.07,2010-04-15,2011-11-23,United Kingdom
12520,80,5,2634.26,526.85,2011-03-11,2011-09-21,Germany
16276,177,3,2629.39,876.46,2010-04-11,2011-06-16,United Kingdom
14548,151,9,2627.49,291.94,2009-12-06,2011-07-12,United Kingdom
13422,65,1,2626.3,2626.3,2011-10-06,2011-10-06,United Kingdom
13644,17,4,2624.26,656.07,2011-08-26,2011-11-23,United Kingdom
12671,607,1,2622.48,2622.48,2010-04-12,2010-04-12,Germany
12423,1,10,2622.39,262.24,2010-08-31,2011-12-09,Belgium
14573,180,13,2621.42,201.65,2010-01-08,2011-06-13,United Kingdom
15142,47,6,2619.92,436.65,2010-07-27,2011-10-24,United Kingdom
14262,9,8,2618.23,327.28,2011-04-13,2011-12-01,United Kingdom
17043,33,8,2616.55,327.07,2009-12-09,2011-11-07,United Kingdom
14195,202,6,2615.6,435.93,2010-03-15,2011-05-22,United Kingdom
15426,20,9,2615.39,290.6,2010-05-02,2011-11-20,United Kingdom
14431,303,4,2614.2,653.55,2010-01-21,2011-02-10,United Kingdom
13700,27,13,2613.46,201.04,2010-02-07,2011-11-13,United Kingdom
14397,3,19,2612.96,137.52,2011-05-10,2011-12-07,United Kingdom
14564,435,2,2605.62,1302.81,2009-12-04,2010-10-01,Channel Islands
16206,55,13,2602.32,200.18,2010-01-24,2011-10-16,United Kingdom
17787,153,4,2601.47,650.37,2010-12-03,2011-07-10,United Kingdom
17317,47,3,2600.34,866.78,2011-09-11,2011-10-24,United Kingdom
15826,57,4,2598.28,649.57,2010-05-20,2011-10-14,United Kingdom
12412,75,6,2596.93,432.82,2010-06-18,2011-09-26,Denmark
14163,88,5,2594.62,518.92,2010-09-03,2011-09-13,United Kingdom
14229,52,7,2594.04,370.58,2010-08-25,2011-10-19,United Kingdom
14129,2,9,2591.34,287.93,2010-05-09,2011-12-08,United Kingdom
14147,79,9,2590.2,287.8,2010-03-09,2011-09-22,United Kingdom
15033,5,10,2586.67,258.67,2011-01-14,2011-12-05,United Kingdom
15062,72,8,2585.62,323.2,2010-04-08,2011-09-29,United Kingdom
17897,173,9,2585.0,287.22,2010-05-12,2011-06-20,United Kingdom
12592,93,5,2582.66,516.53,2010-07-08,2011-09-08,Germany
13151,296,3,2580.74,860.25,2010-03-22,2011-02-17,United Kingdom
16244,212,2,2579.38,1289.69,2010-12-02,2011-05-12,United Kingdom
16499,361,8,2578.34,322.29,2010-06-11,2010-12-14,United Kingdom
16115,10,12,2575.14,214.6,2010-05-14,2011-11-30,United Kingdom
17095,23,7,2572.25,367.46,2009-12-15,2011-11-17,United Kingdom
14745,113,12,2571.81,214.32,2010-03-12,2011-08-19,United Kingdom
17002,86,7,2571.55,367.36,2010-03-08,2011-09-15,United Kingdom
13652,46,5,2570.85,514.17,2010-02-25,2011-10-25,United Kingdom
15434,9,11,2567.06,233.37,2010-01-24,2011-12-01,United Kingdom
13623,31,10,2566.49,256.65,2009-12-02,2011-11-09,United Kingdom
15747,13,9,2562.61,284.73,2010-01-18,2011-11-27,United Kingdom
13192,96,6,2558.58,426.43,2010-01-22,2011-09-05,United Kingdom
17463,17,7,2557.91,365.42,2010-04-29,2011-11-23,United Kingdom
16036,88,4,2556.84,639.21,2010-03-29,2011-09-13,United Kingdom
13862,19,9,2556.09,284.01,2010-11-15,2011-11-21,United Kingdom
15906,20,10,2555.64,255.56,2010-09-15,2011-11-20,United Kingdom
17550,198,9,2547.64,283.07,2010-02-07,2011-05-26,United Kingdom
18179,10,8,2547.55,318.44,2010-02-14,2011-11-30,United Kingdom
13344,68,3,2543.72,847.91,2011-03-07,2011-10-03,United Kingdom
17465,426,7,2542.79,363.26,2009-12-03,2010-10-10,United Kingdom
14810,41,13,2537.02,195.16,2010-10-06,2011-10-30,United Kingdom
16987,4,11,2535.9,230.54,2009-12-02,2011-12-06,United Kingdom
16016,4,11,2533.94,230.36,2010-11-02,2011-12-06,United Kingdom
13471,2,4,2531.58,632.9,2011-10-23,2011-12-08,United Kingdom
16889,195,6,2530.9,421.82,2010-05-23,2011-05-29,United Kingdom
14659,9,9,2529.93,281.1,2011-01-28,2011-12-01,United Kingdom
14790,17,10,2526.62,252.66,2009-12-11,2011-11-23,United Kingdom
17101,11,7,2507.05,358.15,2010-06-07,2011-11-29,United Kingdom
15860,41,17,2505.21,147.37,2009-12-06,2011-10-30,United Kingdom
12517,29,5,2502.84,500.57,2011-06-02,2011-11-11,Germany
12978,386,5,2502.82,500.56,2009-12-10,2010-11-19,United Kingdom
16202,361,9,2501.99,278.0,2009-12-02,2010-12-14,United Kingdom
17288,10,11,2499.98,227.27,2010-11-10,2011-11-30,United Kingdom
14541,59,14,2499.68,178.55,2010-01-07,2011-10-12,United Kingdom
17594,86,4,2497.88,624.47,2010-04-14,2011-09-15,United Kingdom
15932,5,8,2495.87,311.98,2011-02-23,2011-12-05,United Kingdom
13414,134,6,2494.14,415.69,2010-04-15,2011-07-29,United Kingdom
16795,366,3,2492.39,830.8,2010-01-25,2010-12-09,United Kingdom
15227,37,9,2488.49,276.5,2010-03-16,2011-11-03,United Kingdom
15117,15,8,2485.97,310.75,2010-03-15,2011-11-25,United Kingdom
14449,19,8,2482.8,310.35,2010-09-29,2011-11-21,United Kingdom
16520,187,6,2482.62,413.77,2010-03-02,2011-06-06,United Kingdom
13507,4,4,2479.16,619.79,2011-07-17,2011-12-06,United Kingdom
13588,16,9,2478.95,275.44,2011-03-29,2011-11-24,United Kingdom
17348,15,9,2476.41,275.16,2010-03-10,2011-11-25,United Kingdom
13134,86,6,2475.23,412.54,2010-10-19,2011-09-15,United Kingdom
14256,261,5,2473.99,494.8,2010-01-14,2011-03-24,United Kingdom
13878,55,4,2473.06,618.26,2010-04-14,2011-10-16,United Kingdom
13762,219,5,2472.48,494.5,2010-01-10,2011-05-05,United Kingdom
14502,20,11,2470.67,224.61,2011-01-30,2011-11-20,United Kingdom
17732,373,8,2470.39,308.8,2010-08-09,2010-12-02,United Kingdom
12924,89,12,2469.4,205.78,2009-12-09,2011-09-12,United Kingdom
14421,58,6,2469.37,411.56,2010-01-17,2011-10-13,United Kingdom
17164,33,7,2467.35,352.48,2011-03-11,2011-11-07,United Kingdom
15221,367,4,2465.45,616.36,2010-03-12,2010-12-08,United Kingdom
17131,6,5,2463.17,492.63,2011-09-25,2011-12-04,United Kingdom
16470,52,11,2458.6,223.51,2009-12-11,2011-10-19,United Kingdom
17629,6,10,2455.52,245.55,2010-10-14,2011-12-04,United Kingdom
17894,72,18,2453.38,136.3,2010-08-27,2011-09-29,United Kingdom
12701,80,6,2446.41,407.73,2010-03-16,2011-09-21,Germany
13338,158,4,2445.62,611.41,2010-01-05,2011-07-05,United Kingdom
18171,59,9,2437.31,270.81,2010-01-05,2011-10-12,United Kingdom
15623,142,8,2437.05,304.63,2009-12-10,2011-07-21,United Kingdom
16005,13,10,2436.22,243.62,2010-09-15,2011-11-27,United Kingdom
17505,162,5,2435.48,487.1,2010-04-13,2011-07-01,United Kingdom
13085,158,8,2433.28,304.16,2009-12-01,2011-07-05,United Kingdom
13094,22,13,2433.12,187.16,2010-11-15,2011-11-18,United Kingdom
16638,23,15,2430.53,162.04,2010-08-18,2011-11-17,United Kingdom
15077,495,2,2428.08,1214.04,2009-12-09,2010-08-02,United Kingdom
13949,3,6,2427.32,404.55,2011-09-06,2011-12-07,United Kingdom
17004,47,4,2425.16,606.29,2010-10-11,2011-10-24,United Kingdom
12733,235,4,2424.87,606.22,2010-01-19,2011-04-19,USA
17921,65,10,2423.5,242.35,2010-07-15,2011-10-06,United Kingdom
15658,191,8,2423.47,302.93,2009-12-03,2011-06-02,United Kingdom
15215,47,7,2422.43,346.06,2010-04-06,2011-10-24,United Kingdom
15089,11,6,2420.84,403.47,2011-08-03,2011-11-29,United Kingdom
15489,23,8,2419.61,302.45,2010-01-15,2011-11-17,United Kingdom
16040,66,7,2416.9,345.27,2010-04-09,2011-10-05,United Kingdom
12802,187,7,2416.42,345.2,2010-05-25,2011-06-06,Netherlands
13118,20,9,2415.41,268.38,2010-09-26,2011-11-20,United Kingdom
14205,17,9,2414.2,268.24,2010-03-07,2011-11-23,United Kingdom
12397,36,2,2409.9,1204.95,2011-07-27,2011-11-04,Belgium
16833,2,6,2409.04,401.51,2010-03-26,2011-12-08,United Kingdom
17671,16,5,2403.34,480.67,2010-11-29,2011-11-24,United Kingdom
15341,81,2,2402.72,1201.36,2010-09-16,2011-09-20,United Kingdom
15793,15,8,2399.57,299.95,2009-12-01,2011-11-25,United Kingdom
12393,73,6,2399.45,399.91,2010-10-07,2011-09-28,Australia
14414,92,8,2399.33,299.92,2010-11-30,2011-09-09,United Kingdom
16147,134,5,2398.91,479.78,2010-02-05,2011-07-29,United Kingdom
16883,188,19,2396.59,126.14,2009-12-04,2011-06-05,United Kingdom
16812,361,4,2392.0,598.0,2010-11-22,2010-12-14,United Kingdom
15366,76,7,2389.08,341.3,2010-02-26,2011-09-25,United Kingdom
17827,6,6,2388.05,398.01,2010-03-28,2011-12-04,United Kingdom
14443,54,5,2386.47,477.29,2010-11-25,2011-10-17,United Kingdom
16105,249,5,2386.19,477.24,2010-04-14,2011-04-05,United Kingdom
17623,33,7,2383.67,340.52,2009-12-14,2011-11-07,United Kingdom
17905,72,13,2383.52,183.35,2010-01-28,2011-09-29,United Kingdom
16065,366,8,2382.62,297.83,2010-09-02,2010-12-09,United Kingdom
14554,11,4,2381.04,595.26,2011-10-18,2011-11-29,United Kingdom
17434,3,7,2373.82,339.12,2011-09-15,2011-12-07,United Kingdom
17969,167,20,2369.94,118.5,2009-12-06,2011-06-26,United Kingdom
13908,80,4,2369.55,592.39,2011-03-08,2011-09-21,United Kingdom
15015,502,13,2365.02,181.92,2009-12-14,2010-07-26,United Kingdom
14295,41,5,2362.91,472.58,2009-12-08,2011-10-30,United Kingdom
17634,37,9,2361.97,262.44,2011-01-06,2011-11-03,United Kingdom
16676,34,6,2361.9,393.65,2010-10-17,2011-11-06,United Kingdom
13614,25,6,2359.19,393.2,2010-06-06,2011-11-15,United Kingdom
16083,101,4,2351.42,587.86,2010-11-16,2011-08-31,United Kingdom
15549,78,8,2345.96,293.25,2010-01-11,2011-09-23,United Kingdom
16085,24,12,2343.53,195.29,2010-01-20,2011-11-16,United Kingdom
12704,8,8,2340.84,292.61,2011-06-23,2011-12-02,Finland
17282,131,5,2339.66,467.93,2010-06-09,2011-08-01,United Kingdom
12584,4,9,2338.15,259.79,2011-03-04,2011-12-06,Italy
16496,9,6,2330.77,388.46,2010-07-18,2011-12-01,United Kingdom
17313,32,1,2328.84,2328.84,2011-11-08,2011-11-08,United Kingdom
13280,123,7,2322.63,331.8,2010-03-05,2011-08-09,United Kingdom
17113,575,6,2322.59,387.1,2010-01-11,2010-05-14,United Kingdom
14938,563,2,2322.43,1161.22,2010-05-26,2010-05-26,Channel Islands
13091,29,3,2321.82,773.94,2009-12-10,2011-11-11,United Kingdom
13055,79,4,2321.11,580.28,2010-10-06,2011-09-22,United Kingdom
16628,30,7,2318.1,331.16,2010-03-08,2011-11-10,United Kingdom
12724,6,7,2317.52,331.07,2010-06-22,2011-12-04,France
12948,17,9,2317.43,257.49,2009-12-02,2011-11-23,United Kingdom
14346,121,5,2315.75,463.15,2010-07-30,2011-08-11,United Kingdom
14555,58,6,2315.63,385.94,2009-12-18,2011-10-13,United Kingdom
17994,122,11,2313.32,210.3,2010-03-29,2011-08-10,United Kingdom
13994,4,6,2313.14,385.52,2011-07-14,2011-12-06,United Kingdom
14481,165,5,2311.49,462.3,2010-01-31,2011-06-28,United Kingdom
17193,36,9,2310.04,256.67,2009-12-02,2011-11-04,United Kingdom
13704,6,9,2308.06,256.45,2011-09-12,2011-12-04,United Kingdom
15946,503,3,2304.18,768.06,2010-03-16,2010-07-25,United Kingdom
13059,250,10,2303.17,230.32,2010-03-31,2011-04-04,United Kingdom
18095,313,5,2303.09,460.62,2010-04-19,2011-01-31,United Kingdom
17324,18,12,2301.87,191.82,2009-12-18,2011-11-22,United Kingdom
16077,626,1,2300.4,2300.4,2010-03-24,2010-03-24,United Kingdom
16531,23,11,2298.33,208.94,2010-09-24,2011-11-17,United Kingdom
13371,506,2,2297.66,1148.83,2010-03-17,2010-07-22,United Kingdom
12599,30,13,2296.72,176.67,2010-05-11,2011-11-10,France
16485,78,5,2294.68,458.94,2009-12-06,2011-09-23,United Kingdom
12649,108,8,2294.65,286.83,2010-01-12,2011-08-24,Germany
14901,12,12,2289.65,190.8,2010-07-29,2011-11-28,United Kingdom
17047,86,6,2289.23,381.54,2009-12-08,2011-09-15,United Kingdom
17018,41,6,2287.7,381.28,2009-12-05,2011-10-30,United Kingdom
12684,8,7,2283.63,326.23,2011-05-10,2011-12-02,France
18051,635,7,2282.28,326.04,2009-12-09,2010-03-15,United Kingdom
13655,115,6,2280.51,380.09,2010-04-27,2011-08-17,United Kingdom
14462,67,12,2270.01,189.17,2010-10-03,2011-10-04,United Kingdom
13748,96,9,2268.35,252.04,2009-12-01,2011-09-05,United Kingdom
15638,379,6,2265.2,377.53,2010-04-08,2010-11-26,United Kingdom
16042,23,8,2265.12,283.14,2010-09-12,2011-11-17,United Kingdom
15734,115,4,2263.3,565.83,2010-06-10,2011-08-17,United Kingdom
16823,228,7,2260.09,322.87,2009-12-02,2011-04-26,United Kingdom
13814,93,3,2257.32,752.44,2010-06-30,2011-09-08,Germany
17180,57,11,2256.98,205.18,2010-01-21,2011-10-14,United Kingdom
14432,10,6,2255.51,375.92,2011-09-11,2011-11-30,United Kingdom
16350,22,9,2253.89,250.43,2010-10-07,2011-11-18,United Kingdom
13662,86,11,2250.11,204.56,2010-02-19,2011-09-15,United Kingdom
17414,44,6,2249.52,374.92,2009-12-03,2011-10-27,United Kingdom
15865,41,5,2248.92,449.78,2010-01-05,2011-10-30,United Kingdom
